"";"comment";"commenting_person_id";"negative_score";"comment_id";"article_name";"positive_score";"time";"date";"article_id"
"1321";"USA si také bere přisthovalce a to množsví je vyšší , než si bere Evropa. Čína ta má obrovské problémy sama se sebou , co se týče populace. Tam hrozí , že jim Putin bude muset dát část Sibiře k osídlení , aby jej neohrožovali....
";3928;"0";69983139;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:14";"12.1.2015";"A150107_135359_domaci_fer"
"1322";"Jenom v multikulti je naše síla. Ukažme jim, že se nebojíme a pozvěme je sem. Odvděčí se nám. Jsou to mírumilovní lidé. Islám je budoucnost lidstva a máme mu co nabídnout.
";15934;"0";69983137;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";2;"12:14";"12.1.2015";"A150107_135359_domaci_fer"
"1323";"Petro, děsivé je jaké máte názory - a nejde samozřejmě jen o vás - viz. obdobné diskuse na tomto serveru. Ta ""běsnící lůza"" mi opravdu nahání kapku strach.
Legrační je samozřejmě ta ""militantnost"" (hranice uzavřít! všechny postílet! nikoho sem nepustit!), nebo ""zastydlá pravicovost"" (každý se musí postarat o sebe! Nikomu nepomáhat!), kteréž nemají s reálným světem téměř žádnou souvztažnost. Netvrdím, že to uvádíte Vy, ale jistý radikální postoj mi z Vašeho příspěvku čpěl...
";89511;"−5";69983136;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:14";"12.1.2015";"A150107_135359_domaci_fer"
"1324";"Do Ruska se jich vejde dost, ne? Ale tam se asi nikomu nechce emigrovat, ani těm arabášům.
";16367;"−1";69983135;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:14";"12.1.2015";"A150107_135359_domaci_fer"
"1325";"Nepřijímat. není důvod. 
žádný přínos pro čr. makat ta pakáž nebude, jen využivat sociální systém a řvát že jsou nemají svá práva.
všechny co tu jsou a nemakaj okamžitě vyhnat!<img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaCZ.gif"" alt=""[&gt;-]"">
pryč s islámem!!!!!!<img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaCZ.gif"" alt=""[&gt;-]"">
";90728;"−1";69983134;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:14";"12.1.2015";"A150107_135359_domaci_fer"
"1326";"proč ti uprchlíci neprchají do zemí, které jsou jim blízké, jak vzdáleností tak lidmi, a navíc jsou díky ropě velmi bohaté? proč by se chtěli nechat umístit v takovém chudém banánistánu, jako je ČR?
";44462;"0";69983131;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:14";"12.1.2015";"A150107_135359_domaci_fer"
"1327";"Co, tisic lidi z Kosova??? Aby nas pak nekdo humanitarnim bombardovani donutil vzdat se uzemi, kam se nakapsuji? Proc vubec nekdo prcha z kosova, kdyz tam ted kosovsti albanci maji svuj vlastni stat a nikdo uz je neutlacuje? At si pozadaji o pomoc albanii, ta je hned vedle. Nebo nekdo chce, aby se z cele evropy stala albanie?
";650;"0";69983124;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:13";"12.1.2015";"A150107_135359_domaci_fer"
"1328";"Patřilo pod jiný příspěvek, ale platí to všeobecně :)
";91398;"0";69983119;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:13";"12.1.2015";"A150107_135359_domaci_fer"
"1329";"Pane, s vámi se nemám o čem bavit. Běžte se léčit.
";94839;"−5";69983117;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:13";"12.1.2015";"A150107_135359_domaci_fer"
"1330";"Tím, že bychom v případě provinění jednotlivce vystěhovali celou rodinu, opravdu muslimům ukážeme, že naše hodnoty jsou jiné, jen co je pravda... Pokud vím, tak u nás naštěstí vesměs platí, že nevinné nepostihujeme.
A i tak nelze s příspěvkem souhlasit - takto by šlo postupovat v absolutistické monarchii, nikoliv v demokracii, kde o životech druhých a pravidlech rozhoduje většina.
";53434;"0";69983116;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:13";"12.1.2015";"A150107_135359_domaci_fer"
"1331";"I v životě platí, že aby člověk mohl pomáhat jiným, musí si nejdřív pomoct sám, aby na to vůbec měl (síly, peníze...) Tady to platí dvojnásob.
";28141;"0";69983113;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";7;"12:13";"12.1.2015";"A150107_135359_domaci_fer"
"1332";"To patři amicum ne k nám oni do nich vrtaj a berou jich majetki tak at se starej......................................
";40761;"0";69983104;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:13";"12.1.2015";"A150107_135359_domaci_fer"
"1333";"Ono to vzdycky musi nejak zacit.Je jasne,ze nam jich sem rovnou nenacpou tisic.Nemusi prset,zatim staci,kdyz kape.
";85201;"0";69983102;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:13";"12.1.2015";"A150107_135359_domaci_fer"
"1334";"Dvě manželky = dvě a více tchyní, na to velký pozor!
";91398;"0";69983096;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";3;"12:12";"12.1.2015";"A150107_135359_domaci_fer"
"1335";"Jakkkoli nemám konzervativce a bigotního katolíka Jocha rád, tak tentokrát má naprostou pravdu.
";12541;"−1";69983094;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";2;"12:12";"12.1.2015";"A150107_135359_domaci_fer"
"1336";"takovou tu morální, možná jste o tom už někde slyšela.
";93207;"−1";69982997;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1337";"Máte samozřejmě pravdu, ale to by nepřineslo efekt pro vojenské loby....
";962;"0";69983088;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:12";"12.1.2015";"A150107_135359_domaci_fer"
"1338";"Dobře to dělají v Anglii. Tam vezmou pouze toho , kdo si sežene práci....
";3928;"0";69983083;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:12";"12.1.2015";"A150107_135359_domaci_fer"
"1339";"Dle možností přijmout. Ale Armény z Aleppa a popřípadě arabské křesťany.
";88467;"−1";69983082;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:12";"12.1.2015";"A150107_135359_domaci_fer"
"1340";"Co to je? Něco jako nacismus s lidkou tváří?
";18249;"0";69983072;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:12";"12.1.2015";"A150107_135359_domaci_fer"
"1341";"pravdu má Joch. Křesťany ano, muslimy v žádném případě. Nejsou kompatibilní s naší kulturou a hodnotami. Vývoj ve FRA, GB, SWE apod. budiž pro nás varováním<img class=""smiley"" src=""http://gidnes.cz/u/disk/krik1.gif"" alt=""!"">
";7881;"−3";69983069;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";68;"12:11";"12.1.2015";"A150107_135359_domaci_fer"
"1342";"Ne.
";68535;"−1";69983067;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:11";"12.1.2015";"A150107_135359_domaci_fer"
"1343";"-at si je vezmou USA,je to veliká země a byli to amíci,co to tam rozštárali.....
";80322;"0";69983056;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";2;"12:11";"12.1.2015";"A150107_135359_domaci_fer"
"1344";"Jak si třeba prověřovaly USA kdysi  české imigranty , zda nejde o komunistické špiony ?? Tady to prověřování bude jednodušší...
";3928;"0";69983054;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:11";"12.1.2015";"A150107_135359_domaci_fer"
"1345";"V bohatých zemích probíhá také taková diskuze? Také tak tvrdí, že je morální povinností přijmout uprchlíky? Navíc bratrů ve víře? Nebo jen hloupá Evropa chce dál pokračovat v sebedestrukci?
";59527;"−2";69982996;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";3;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1346";"Zapomněl jste dodat, že nás naučí mírumilovný islám. Doporučuji všem humanistům, aby si přečetli korán, zejména devátou súru.
";78766;"0";69982995;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1347";"tak mám děsivý názor nebo legrační? udělejte si v tom pořádek <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile6.gif"" alt="":-/""> .... už jste nabídl státu svoji zahradní chatku a zásobování uprchlíků potravinami?
";44462;"−1";69982994;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";8;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1348";"V žádném případě!! Dopadne to tu stejně jako ve Francii!!!!
";34890;"−1";69982985;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";3;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1349";"Možná Vy se máte jako prasátko v žitě... já tedy rozhodně ne...a skoro nikdo, koho znám...
";28141;"0";69982980;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:07";"12.1.2015";"A150107_135359_domaci_fer"
"1350";"Legrace není na místě :-(  Vyjeďte do muslimáckých zemí, pochopíte co se za 30-40 let změnilo....
";84448;"−1";69982978;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:07";"12.1.2015";"A150107_135359_domaci_fer"
"1351";"Tady nejde o počet. Vezmeš třeba jednoho muslima, nahrnou se tady ostatní, namnoží se a máš tady za několik let buňku teroristů. Muslimy tedy rozhodně NE.
Pokud přijmout někoho, tak křesťany, kteří jsou muslimy v jejich zemích vražděni, jenže ti tam tiše trpí a moc se jich tady nehlásí. Takže křesťana ano, pokud by projevil zájem, ale muslima ani omylem a když tak jedině vykastrovaného. Potíže totiž nastávají nejčastěji až s jejich dětmi.
";97057;"−1";69983052;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";5;"12:10";"12.1.2015";"A150107_135359_domaci_fer"
"1352";"Nebojím se syrských uprcnlíků, ani jiných muslimů, cikánů , rusů a dalších. Nijak a ničím mne neohrožují a neomezují. Bojím se fanatických antiarabských omezenců včetně těch, kteří sedí ve vládě. Ti jsou pro společnost skutečně nebezpeční.
";962;"−8";69983049;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";3;"12:10";"12.1.2015";"A150107_135359_domaci_fer"
"1353";"Proc by je nemelo prijmout treba USA,Rusko nebo Cina?Proc do zemi EU?A proc se nevyhlasi to referendum,o kterem se mluvilo?Protoze kdyby ano,tak by ho chteli i lide z jinych zemi EU?
";85201;"0";69983045;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:10";"12.1.2015";"A150107_135359_domaci_fer"
"1354";"Takový nežije.
";25241;"0";69983040;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:10";"12.1.2015";"A150107_135359_domaci_fer"
"1355";"A je to tady <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""> Morální povinnost...Víte, na to já teď kašlu. V první řadě je morální povinností státu postarat se o vlastní občany..a o ty se jaksi moc dobře nestará.. Poskytnout jim podmínky pro to, aby se mohli bezstarostně realizovat a neházet jim pořád klacky pod nohy..až tohle všechno stát bude dělat, pak budu možná uvažovat o tom, abych změnila názor..do té doby nikoli
";28141;"−1";69983038;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";3;"12:10";"12.1.2015";"A150107_135359_domaci_fer"
"1356";"A budeme mít povolenou zoofilii? Pokud ano, rád bych se zeptal, jestli jsou poníci povolení? (korán povoluje koně, patří to také do toho?)
";32459;"0";69983035;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:10";"12.1.2015";"A150107_135359_domaci_fer"
"1357";"Rozhodně ne a důvod je velmi jednoduchý. Jiná kultura = jiné zvyklosti, mravy, ale zejména schopnosti.Není pravdou, že všichni lidé, národy, mají stejné schopnosti, liší se a výsledkem je frustrace či pocit vykořenění jedné skupiny vůči druhé. To je ten hlavní důvod, proč následné generace novou zemi svých rodičů nenávidí... A napravit to nedokážou ani miliony vynaložené na integraci. Prostě mezi lidmi,národy,kulturami  jsou rozdíly a každý má poněku jiné schopnosti. To, že se někdo někde narodí má taky určitý důvod. Svět by si měl přestat lhát.
";84041;"0";69982975;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";3;"12:07";"12.1.2015";"A150107_135359_domaci_fer"
"1358";"Vím já, v jakém věku u nich probíhá výměna medvídka za AK-47?
";25241;"0";69982973;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";5;"12:07";"12.1.2015";"A150107_135359_domaci_fer"
"1359";"Pochopitelně, že měli. Dobré lékaře, techniky, řemeslníky atd. Těch máme nedostatek a každý takový člověk je pro zemi přínosem.
";25472;"−8";69982968;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:07";"12.1.2015";"A150107_135359_domaci_fer"
"1360";"ale byli bychom rádi, kdyby ostatní státy byly solidární s námi, kdybychom to potřebovali. To je strašně směšné. Myslím, že třeba Spojené Království mělo za druhé války mnohem horší ekonomickou situaci, přesto utečence přijímalo.
";93207;"−1";69982960;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:06";"12.1.2015";"A150107_135359_domaci_fer"
"1361";"jakou povinnost proboha<img class=""smiley"" src=""http://gidnes.cz/u/disk/otaznik.gif"" alt=""?""><img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o"">
";28141;"−1";69982957;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:06";"12.1.2015";"A150107_135359_domaci_fer"
"1362";"Jak je chcete prověřovat?
";22543;"0";69982956;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:06";"12.1.2015";"A150107_135359_domaci_fer"
"1363";"Pokud ČR podporuje válku v Sýrii, měla by se postarat i o uprchlíky.
";53861;"−2";69982955;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:06";"12.1.2015";"A150107_135359_domaci_fer"
"1364";"Viktore, chápu Váš názor a ano, má se dělat bezpečnostní prověření.
Ale není moc etické pomáhat jen těm, kteří ""se nám mohou hodit"". Do záchranného člunu také asi nebudete na moži nabírat ""bohaté a hezké"" (nebo na základě podobného kriteria).
";89511;"−1";69982954;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:06";"12.1.2015";"A150107_135359_domaci_fer"
"1365";"Do 15 let? To je poněkud naivně nastavená hranice. Islámskej kluk je již v 6 letech pěknej sígr.
";32459;"−1";69982946;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";3;"12:06";"12.1.2015";"A150107_135359_domaci_fer"
"1366";"Jsem jednoznačně pro přijetí syrských křesťanů ty čeká doma jen pronásledování a smrt, tedy abych to upřesnit toto jim hrozí primárně ze strany IS a protiasadovské opozice (o demokratické opozici už se defakto mluvit nedá ta je již tak marginální, že skoro neexistuje tudíž protiasadovská opozice se nyní rovná islamistům jen více či méně radikálním)...
";69644;"−1";69982940;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";2;"12:06";"12.1.2015";"A150107_135359_domaci_fer"
"1367";"Andreji, Váš příspěvek není ""závadný"", jen s ním nesouhlasím, proto jsem dal minus.
Ta selekce, kterou navrhujete mi připadá neetická. Je přeci úplně jedno z jaké kultury, sociálních poměrů nebo náboženství pochází ten, kdo potřebuje naši pomoc.
";89511;"−2";69983024;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:09";"12.1.2015";"A150107_135359_domaci_fer"
"1368";"AŤ žije islám s lidskou tváří!! <img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaEU.gif"" alt=""EU""><img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaEU.gif"" alt=""EU""><img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaEU.gif"" alt=""EU"">
";15934;"0";69983021;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:09";"12.1.2015";"A150107_135359_domaci_fer"
"1369";"jakože všichni budeme jezdit Renaultama? No, to je na zváženou...
";93207;"0";69983014;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";5;"12:09";"12.1.2015";"A150107_135359_domaci_fer"
"1370";"Jak víte , jak jsou tito lidé vzdělaní ?  Byly doby , kdy například Bagdadská univerzita měla ve světě lepší zvuk než naše slavná Univerzita Karlova. 
Jinak si nedělejte iluze ohledně kvality českých škol. Na řadu profesí , na které je dnes požadována VŠ před osmdesáti lety žádná ani střední škola požadována nebyla.... a také to fungovalo... Jinak mrkněte do mapy...Střední Evropa je mnohem a mnohem blíže než Indonésie...
";3928;"0";69983013;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:09";"12.1.2015";"A150107_135359_domaci_fer"
"1371";"Velmi se pletete, u nas plati nase zakony a tak alkohol se bude pit dal a dve manzelky i nadale nebudou povolene ... burku si noste dle sveho vlastniho uvazeni a petrodolary Vam zrejme jen tak nekdo zBUHdarma posilat nebude.
";2166;"0";69983008;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";2;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1372";"A budou bivakovat u Wolprechta doma. Vskutku výtečně! Azylový dům u Wolprechta <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^"">
";25241;"−2";69983004;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1373";"Asi ano. Ukažme muslimskému světu, že jsme mnohem lepší než oni a že naše hodnoty jsou jiné. Mělo by to být ale vázáno na naše zákony, zvyklosti a toleranci. V případě jakéhokoliv vybočení jednotlivce, by měla jít celá rodina zpátky. Nesla by následky svého člena. Proto by ho vychovávala tak, aby tady mohla žít.
";70002;"−1";69982999;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:08";"12.1.2015";"A150107_135359_domaci_fer"
"1374";"A co je prosím na islámu tak špatného? Místo milenky budou mít chlapi dvě legální manželky. Každé se koupí burka a bude. Nebude se utrácet za chlast, pít se bude čaj. Feministky budou mít utrum. Potečou sem dolary od Arabů. Budeme se mít dobře.
";15934;"−5";69982938;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";1;"12:05";"12.1.2015";"A150107_135359_domaci_fer"
"1375";"Ty ""podmínky"" tam už tvoříme. Proto utíkají...
";53861;"0";69982935;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";0;"12:05";"12.1.2015";"A150107_135359_domaci_fer"
"1376";"Já osobně nemám co dodat. Všechno napsal Roman Joch.<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^"">
Rozumbrada Rozumek patří do arábie k muslimům<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile1.gif"" alt="":-P"">
";97057;"−1";69982929;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";4;"12:05";"12.1.2015";"A150107_135359_domaci_fer"
"1377";"Já říkám jednoznačně ANO. A stydím se, že Češi nechtějí poskytnout azyl ani tak symbolickému počtu lidí, když sami za komunismu utíkali na západ, kde se jim azylu dostávalo. A to ani nebyli bezprostředně ohroženi žádným válečným konfliktem.
";94839;"−11";69982927;"PRO A PROTI: Mělo by Česko přijmout uprchlíky ze Sýrie?";2;"12:05";"12.1.2015";"A150107_135359_domaci_fer"
