"";"date";"tag";"time";"article_name";"main";"article_id"
"380";"2015-12-14";"Evropská unie";"06:27";"Evropská unie neví, co s nechtìnımi uprchlíky. Deportace problém neøeší";0;"A151211_2211626_zahranicni_ert"
"381";"2015-12-13";"Pøíliv uprchlíkù do Evropy";"20:15";"Migranti se uèí, jak zaèít ivot v Evropì. Navštívili kostel i dìjištì teroru";1;"A151201_131440_zahranicni_mlb"
"382";"2015-12-13";"Hidáb";"20:15";"Migranti se uèí, jak zaèít ivot v Evropì. Navštívili kostel i dìjištì teroru";0;"A151201_131440_zahranicni_mlb"
"383";"2015-12-13";"Socha";"20:15";"Migranti se uèí, jak zaèít ivot v Evropì. Navštívili kostel i dìjištì teroru";0;"A151201_131440_zahranicni_mlb"
"384";"2015-12-13";"Terorismus";"20:15";"Migranti se uèí, jak zaèít ivot v Evropì. Navštívili kostel i dìjištì teroru";0;"A151201_131440_zahranicni_mlb"
"424";"2015-12-14";"Pøíliv uprchlíkù do Evropy";"13:09";"Vláda souhlasí s pøesídlením 153 uprchlíkù z Iráku a Libanonu do ÈR";1;"A151214_130820_domaci_kop"
"425";"2015-12-14";"Bohuslav Sobotka";"13:09";"Vláda souhlasí s pøesídlením 153 uprchlíkù z Iráku a Libanonu do ÈR";0;"A151214_130820_domaci_kop"
"426";"2015-12-14";"ÈSSD";"13:09";"Vláda souhlasí s pøesídlením 153 uprchlíkù z Iráku a Libanonu do ÈR";0;"A151214_130820_domaci_kop"
"427";"2015-12-14";"Fond";"13:09";"Vláda souhlasí s pøesídlením 153 uprchlíkù z Iráku a Libanonu do ÈR";0;"A151214_130820_domaci_kop"
"428";"2015-12-14";"Islámskı stát";"13:09";"Vláda souhlasí s pøesídlením 153 uprchlíkù z Iráku a Libanonu do ÈR";0;"A151214_130820_domaci_kop"
"436";"2015-12-14";"Jezídové";"13:09";"Vláda souhlasí s pøesídlením 153 uprchlíkù z Iráku a Libanonu do ÈR";0;"A151214_130820_domaci_kop"
"437";"2015-12-14";"Lubomír Zaorálek";"13:09";"Vláda souhlasí s pøesídlením 153 uprchlíkù z Iráku a Libanonu do ÈR";0;"A151214_130820_domaci_kop"
"441";"2015-12-14";"Pøíliv uprchlíkù do Evropy";"13:28";"Itálie posílá vojáky do pohranièí, mají tam odchytávat migranty";1;"A151214_131844_zahranicni_mlb"
"442";"2015-12-14";"Evropská komise";"13:28";"Itálie posílá vojáky do pohranièí, mají tam odchytávat migranty";0;"A151214_131844_zahranicni_mlb"
"534";"2015-12-09";"Pøíliv uprchlíkù do Evropy";"14:23";"Nìmecko zavede uprchlické prùkazy, mají zabránit podvodùm s identitou";1;"A151209_141654_zahranicni_ert"
"535";"2015-12-09";"Evropská unie";"14:23";"Nìmecko zavede uprchlické prùkazy, mají zabránit podvodùm s identitou";0;"A151209_141654_zahranicni_ert"
"536";"2015-12-09";"Oèkování";"14:23";"Nìmecko zavede uprchlické prùkazy, mají zabránit podvodùm s identitou";0;"A151209_141654_zahranicni_ert"
"757";"2015-12-12";"Pøíliv uprchlíkù do Evropy";"12:04";"Merkelová hájí svou uprchlickou politiku. S Asadem odmítá spolupracovat";1;"A151212_114641_zahranicni_ert"
"758";"2015-12-12";"Angela Merkelová";"12:04";"Merkelová hájí svou uprchlickou politiku. S Asadem odmítá spolupracovat";0;"A151212_114641_zahranicni_ert"
"759";"2015-12-12";"Evropská unie";"12:04";"Merkelová hájí svou uprchlickou politiku. S Asadem odmítá spolupracovat";0;"A151212_114641_zahranicni_ert"
"760";"2015-12-12";"Islámskı stát";"12:04";"Merkelová hájí svou uprchlickou politiku. S Asadem odmítá spolupracovat";0;"A151212_114641_zahranicni_ert"
"761";"2015-12-12";"Obèanská válka v Sırii";"12:04";"Merkelová hájí svou uprchlickou politiku. S Asadem odmítá spolupracovat";0;"A151212_114641_zahranicni_ert"
"772";"2015-12-12";"Pøíliv uprchlíkù do Evropy";"15:10";"Ministøi z ÈSSD podpoøí pøesídlení 153 køesanskıch uprchlíkù z Iráku";1;"A151212_150817_domaci_kop"
"773";"2015-12-12";"Bohuslav Sobotka";"15:10";"Ministøi z ÈSSD podpoøí pøesídlení 153 køesanskıch uprchlíkù z Iráku";0;"A151212_150817_domaci_kop"
"774";"2015-12-12";"ÈSSD";"15:10";"Ministøi z ÈSSD podpoøí pøesídlení 153 køesanskıch uprchlíkù z Iráku";0;"A151212_150817_domaci_kop"
"775";"2015-12-12";"Evropská unie";"15:10";"Ministøi z ÈSSD podpoøí pøesídlení 153 køesanskıch uprchlíkù z Iráku";0;"A151212_150817_domaci_kop"
"776";"2015-12-12";"Islámskı stát";"15:10";"Ministøi z ÈSSD podpoøí pøesídlení 153 køesanskıch uprchlíkù z Iráku";0;"A151212_150817_domaci_kop"
"777";"2015-12-12";"Milan Chovanec";"15:10";"Ministøi z ÈSSD podpoøí pøesídlení 153 køesanskıch uprchlíkù z Iráku";0;"A151212_150817_domaci_kop"
"856";"2015-12-07";"Pøíliv uprchlíkù do Evropy";"16:09";"Rakušané staví u hranic ètyøkilometrovı plot, aby usmìrnili bìence";1;"A151207_160509_zahranicni_ane"
"857";"2015-12-07";"Evropská unie";"16:09";"Rakušané staví u hranic ètyøkilometrovı plot, aby usmìrnili bìence";0;"A151207_160509_zahranicni_ane"
"858";"2015-12-07";"Hranièní pøechod";"16:09";"Rakušané staví u hranic ètyøkilometrovı plot, aby usmìrnili bìence";0;"A151207_160509_zahranicni_ane"
"859";"2015-12-07";"Rakousko";"16:09";"Rakušané staví u hranic ètyøkilometrovı plot, aby usmìrnili bìence";0;"A151207_160509_zahranicni_ane"
"860";"2015-12-07";"Slovinsko";"16:09";"Rakušané staví u hranic ètyøkilometrovı plot, aby usmìrnili bìence";0;"A151207_160509_zahranicni_ane"
"861";"2015-12-07";"Pøíliv uprchlíkù do Evropy";"13:26";"Bìenci se hromadí na severu Øecka, Atény zvaují pouití síly";1;"A151207_132602_zahranicni_aha"
"862";"2015-12-07";"ÈSSD";"13:26";"Bìenci se hromadí na severu Øecka, Atény zvaují pouití síly";0;"A151207_132602_zahranicni_aha"
"874";"2015-12-07";"Evropská unie";"13:26";"Bìenci se hromadí na severu Øecka, Atény zvaují pouití síly";0;"A151207_132602_zahranicni_aha"
"875";"2015-12-07";"Jan Hamáèek";"13:26";"Bìenci se hromadí na severu Øecka, Atény zvaují pouití síly";0;"A151207_132602_zahranicni_aha"
"876";"2015-12-07";"Milan Chovanec";"13:26";"Bìenci se hromadí na severu Øecka, Atény zvaují pouití síly";0;"A151207_132602_zahranicni_aha"
"1063";"2015-12-09";"Jihoèeskı kraj";"11:28";"Policie chytila u hranic tøi Afghánce. Ihned poádali v Èesku o azyl";1;"A151209_111437_budejovice-zpravy_jkr"
"1064";"2015-12-09";"Pøíliv uprchlíkù do Evropy";"11:28";"Policie chytila u hranic tøi Afghánce. Ihned poádali v Èesku o azyl";1;"A151209_111437_budejovice-zpravy_jkr"
"1065";"2015-12-09";"Jiøí Matzner";"11:28";"Policie chytila u hranic tøi Afghánce. Ihned poádali v Èesku o azyl";0;"A151209_111437_budejovice-zpravy_jkr"
"1248";"2015-12-10";"Pøíliv uprchlíkù do Evropy";"12:53";"S bìenci zacházíme katastrofálnì, spílá Evropì komisaø pro lidská práva";1;"A151210_123300_zahranicni_aba"
"1249";"2015-12-10";"Evropská komise";"12:53";"S bìenci zacházíme katastrofálnì, spílá Evropì komisaø pro lidská práva";0;"A151210_123300_zahranicni_aba"
"1250";"2015-12-10";"Evropská unie";"12:53";"S bìenci zacházíme katastrofálnì, spílá Evropì komisaø pro lidská práva";0;"A151210_123300_zahranicni_aba"
"1251";"2015-12-10";"Hranièní pøechod";"12:53";"S bìenci zacházíme katastrofálnì, spílá Evropì komisaø pro lidská práva";0;"A151210_123300_zahranicni_aba"
"1252";"2015-12-10";"chudoba";"12:53";"S bìenci zacházíme katastrofálnì, spílá Evropì komisaø pro lidská práva";0;"A151210_123300_zahranicni_aba"
"1253";"2015-12-10";"Viktor Orbán";"12:53";"S bìenci zacházíme katastrofálnì, spílá Evropì komisaø pro lidská práva";0;"A151210_123300_zahranicni_aba"
"1281";"2015-12-10";"Pøíliv uprchlíkù do Evropy";"18:18";"Pašerákùm, kteøí zpùsobili smrt tøíletého Ajlana, hrozí 35 let vìzení";1;"A151210_175115_zahranicni_san"
"1282";"2015-12-10";"Islámskı stát";"18:18";"Pašerákùm, kteøí zpùsobili smrt tøíletého Ajlana, hrozí 35 let vìzení";0;"A151210_175115_zahranicni_san"
"1337";"2015-12-08";"Pøíliv uprchlíkù do Evropy";"12:39";"Uprchlíkùm pomùe novı fond, firmy zaplatí vıuku èeštiny i rekvalifikace";1;"A151208_122015_domaci_jj"
"1338";"2015-12-08";"ÈSOB - Èeskoslovenská obchodní banka";"12:39";"Uprchlíkùm pomùe novı fond, firmy zaplatí vıuku èeštiny i rekvalifikace";0;"A151208_122015_domaci_jj"
"1339";"2015-12-08";"Fond";"12:39";"Uprchlíkùm pomùe novı fond, firmy zaplatí vıuku èeštiny i rekvalifikace";0;"A151208_122015_domaci_jj"
"1340";"2015-12-08";"Podnikatel";"12:39";"Uprchlíkùm pomùe novı fond, firmy zaplatí vıuku èeštiny i rekvalifikace";0;"A151208_122015_domaci_jj"
"1341";"2015-12-08";"Vladimír Dlouhı";"12:39";"Uprchlíkùm pomùe novı fond, firmy zaplatí vıuku èeštiny i rekvalifikace";0;"A151208_122015_domaci_jj"
"1453";"2015-12-08";"Pøíliv uprchlíkù do Evropy";"18:43";"V Nìmecku se registroval miliontı letošní uprchlík. Deportace se nedaøí";1;"A151208_183746_zahranicni_kha"
"1485";"2015-12-02";"Pøíliv uprchlíkù do Evropy";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";1;"A151202_140915_domaci_kop"
"1486";"2015-12-02";"Andrej Babiš";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1487";"2015-12-02";"Bohuslav Sobotka";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1488";"2015-12-02";"ÈSSD";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1489";"2015-12-02";"Islámskı stát";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1490";"2015-12-02";"Jaroslav Kubera";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1491";"2015-12-02";"Milan Chovanec";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1492";"2015-12-02";"ODS";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1493";"2015-12-02";"Pøemysl Sobotka";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1494";"2015-12-02";"Senát Parlamentu Èeské republiky";"14:09";"Odøíznìte Islámskı stát od penìz, øekl Štìch. Hrozbou jsou „osamìlí vlci“";0;"A151202_140915_domaci_kop"
"1511";"2015-12-02";"Pøíliv uprchlíkù do Evropy";"18:32";"OBRAZEM: Bìenci hledali díru v plotì, Makedonci nasadili slznı plyn";1;"A151202_174445_zahranicni_kha"
"1553";"2015-12-02";"Pøíliv uprchlíkù do Evropy";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";1;"A151202_112550_zahranicni_ert"
"1554";"2015-12-02";"Angela Merkelová";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";0;"A151202_112550_zahranicni_ert"
"1555";"2015-12-02";"Bohuslav Sobotka";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";0;"A151202_112550_zahranicni_ert"
"1556";"2015-12-02";"Donald Tusk";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";0;"A151202_112550_zahranicni_ert"
"1557";"2015-12-02";"Evropská komise";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";0;"A151202_112550_zahranicni_ert"
"1558";"2015-12-02";"Evropská unie";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";0;"A151202_112550_zahranicni_ert"
"1559";"2015-12-02";"Jean-Claude Juncker";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";0;"A151202_112550_zahranicni_ert"
"1560";"2015-12-02";"Viktor Orbán";"11:31";"Tusk se postavil proti Merkelové. Vìtšina EU je proti kvótám, prohlásil";0;"A151202_112550_zahranicni_ert"
"1873";"2015-12-01";"Pøíliv uprchlíkù do Evropy";"10:36";"Migranti v Calais napadli èeskı kamion, prohodili mu tyè èelním sklem";1;"A151129_141337_zahranicni_aba"
"1874";"2015-12-01";"kamion";"10:36";"Migranti v Calais napadli èeskı kamion, prohodili mu tyè èelním sklem";0;"A151129_141337_zahranicni_aba"
"2064";"2015-12-03";"Pøíliv uprchlíkù do Evropy";"15:53";"Kvóty by rozšíøily terorismus, míní Orbán. Maïarsko si stìuje u soudu EU";1;"A151203_154540_zahranicni_ert"
"2065";"2015-12-03";"Donald Tusk";"15:53";"Kvóty by rozšíøily terorismus, míní Orbán. Maïarsko si stìuje u soudu EU";0;"A151203_154540_zahranicni_ert"
"2066";"2015-12-03";"Evropská komise";"15:53";"Kvóty by rozšíøily terorismus, míní Orbán. Maïarsko si stìuje u soudu EU";0;"A151203_154540_zahranicni_ert"
"2067";"2015-12-03";"Evropská rada";"15:53";"Kvóty by rozšíøily terorismus, míní Orbán. Maïarsko si stìuje u soudu EU";0;"A151203_154540_zahranicni_ert"
"2068";"2015-12-03";"Evropská unie";"15:53";"Kvóty by rozšíøily terorismus, míní Orbán. Maïarsko si stìuje u soudu EU";0;"A151203_154540_zahranicni_ert"
"2069";"2015-12-03";"Terorismus";"15:53";"Kvóty by rozšíøily terorismus, míní Orbán. Maïarsko si stìuje u soudu EU";0;"A151203_154540_zahranicni_ert"
"2070";"2015-12-03";"Viktor Orbán";"15:53";"Kvóty by rozšíøily terorismus, míní Orbán. Maïarsko si stìuje u soudu EU";0;"A151203_154540_zahranicni_ert"
"2132";"2015-12-04";"Pøíliv uprchlíkù do Evropy";"07:19";"Nejsem rasista, ale... Rakušané si utahují z „inteligenèních uprchlíkù“";1;"A151204_071132_zahranicni_san"
"2172";"2015-12-03";"Pøíliv uprchlíkù do Evropy";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";1;"A151203_161833_domaci_kop"
"2173";"2015-12-03";"Andrej Babiš";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";0;"A151203_161833_domaci_kop"
"2174";"2015-12-03";"Bohuslav Sobotka";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";0;"A151203_161833_domaci_kop"
"2175";"2015-12-03";"Evropská unie";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";0;"A151203_161833_domaci_kop"
"2176";"2015-12-03";"ODS";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";0;"A151203_161833_domaci_kop"
"2177";"2015-12-03";"Robert Fico";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";0;"A151203_161833_domaci_kop"
"2178";"2015-12-03";"Terorismus";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";0;"A151203_161833_domaci_kop"
"2179";"2015-12-03";"Viktor Orbán";"16:19";"Ètyøi premiéøi odmítli „minischengen“. Za uprchlíky to schytalo Øecko";0;"A151203_161833_domaci_kop"
"2244";"2015-12-02";"Pøíliv uprchlíkù do Evropy";"12:23";"Slovensko podalo alobu na uprchlické kvóty. Jsou fiaskem, tvrdí Fico";1;"A151202_121842_zahranicni_aba"
"2245";"2015-12-02";"Bohuslav Sobotka";"12:23";"Slovensko podalo alobu na uprchlické kvóty. Jsou fiaskem, tvrdí Fico";0;"A151202_121842_zahranicni_aba"
"2246";"2015-12-02";"Evropská unie";"12:23";"Slovensko podalo alobu na uprchlické kvóty. Jsou fiaskem, tvrdí Fico";0;"A151202_121842_zahranicni_aba"
"2247";"2015-12-02";"Miloš Zeman";"12:23";"Slovensko podalo alobu na uprchlické kvóty. Jsou fiaskem, tvrdí Fico";0;"A151202_121842_zahranicni_aba"
"2248";"2015-12-02";"Robert Fico";"12:23";"Slovensko podalo alobu na uprchlické kvóty. Jsou fiaskem, tvrdí Fico";0;"A151202_121842_zahranicni_aba"
"2494";"2015-12-04";"Pøíliv uprchlíkù do Evropy";"13:13";"Turecko vrátí do Sırie èást uprchlíkù. Na území bez IS, tvrdí diplomat";1;"A151204_125703_zahranicni_ert"
"2499";"2015-12-04";"evropskı parlament";"13:13";"Turecko vrátí do Sırie èást uprchlíkù. Na území bez IS, tvrdí diplomat";0;"A151204_125703_zahranicni_ert"
"2500";"2015-12-04";"Islámskı stát";"13:13";"Turecko vrátí do Sırie èást uprchlíkù. Na území bez IS, tvrdí diplomat";0;"A151204_125703_zahranicni_ert"
"2691";"2015-12-22";"Pøíliv uprchlíkù do Evropy";"10:30";"Balkán zaplavily falešné pasy, padìlatelé mají dílny i v Èesku";1;"A151222_095221_zahranicni_fer"
"2693";"2015-12-22";"Evropská unie";"10:30";"Balkán zaplavily falešné pasy, padìlatelé mají dílny i v Èesku";0;"A151222_095221_zahranicni_fer"
"2694";"2015-12-22";"Recep Erdogan";"10:30";"Balkán zaplavily falešné pasy, padìlatelé mají dílny i v Èesku";0;"A151222_095221_zahranicni_fer"
"2898";"2015-12-28";"Pøíliv uprchlíkù do Evropy";"10:18";"Nìmecko pøijalo pøes osm tisíc novıch pedagogù, budou uèit dìti migrantù";1;"A151228_095112_zahranicni_fka"
"2899";"2015-12-28";"Nìmecko";"10:18";"Nìmecko pøijalo pøes osm tisíc novıch pedagogù, budou uèit dìti migrantù";0;"A151228_095112_zahranicni_fka"
"2900";"2015-12-25";"Pøíliv uprchlíkù do Evropy";"15:50";"Do španìlské exklávy Ceuta proniklo 185 bìencù, dva z nich utonuli";1;"A151225_153028_zahranicni_ert"
"2901";"2015-12-25";"Evropská unie";"15:50";"Do španìlské exklávy Ceuta proniklo 185 bìencù, dva z nich utonuli";0;"A151225_153028_zahranicni_ert"
"3023";"2015-12-26";"Pøíliv uprchlíkù do Evropy";"18:39";"Prezident nás pomluvil, podáme alobu, zlobí se zastánce migrantù";1;"A151226_182802_domaci_ane"
"3024";"2015-12-26";"Demonstrace";"18:39";"Prezident nás pomluvil, podáme alobu, zlobí se zastánce migrantù";0;"A151226_182802_domaci_ane"
"3025";"2015-12-26";"Jiøí Ovèáèek";"18:39";"Prezident nás pomluvil, podáme alobu, zlobí se zastánce migrantù";0;"A151226_182802_domaci_ane"
"3026";"2015-12-26";"Martin C. Putna";"18:39";"Prezident nás pomluvil, podáme alobu, zlobí se zastánce migrantù";0;"A151226_182802_domaci_ane"
"3027";"2015-12-26";"Miloš Zeman";"18:39";"Prezident nás pomluvil, podáme alobu, zlobí se zastánce migrantù";0;"A151226_182802_domaci_ane"
"3028";"2015-12-26";"Táòa Fischerová";"18:39";"Prezident nás pomluvil, podáme alobu, zlobí se zastánce migrantù";0;"A151226_182802_domaci_ane"
"3034";"2015-12-27";"Pøíliv uprchlíkù do Evropy";"07:02";"Bavorsko si chce ohlídat hranice samo, spolkové policii nevìøí";1;"A151227_070146_zahranicni_pku"
"3035";"2015-12-27";"Terorismus";"07:02";"Bavorsko si chce ohlídat hranice samo, spolkové policii nevìøí";0;"A151227_070146_zahranicni_pku"
"3036";"2015-12-27";"Advent a Vánoce";"01:01";"Èech na øeckém ostrovì uprchlíkù: V noci nás zahøívá pálení vrakù lodí";1;"A151218_094422_zahranicni_mcn"
"3037";"2015-12-27";"Pøíliv uprchlíkù do Evropy";"01:01";"Èech na øeckém ostrovì uprchlíkù: V noci nás zahøívá pálení vrakù lodí";1;"A151218_094422_zahranicni_mcn"
"3038";"2015-12-27";"Islámskı stát";"01:01";"Èech na øeckém ostrovì uprchlíkù: V noci nás zahøívá pálení vrakù lodí";0;"A151218_094422_zahranicni_mcn"
"3039";"2015-12-27";"Kartáèek";"01:01";"Èech na øeckém ostrovì uprchlíkù: V noci nás zahøívá pálení vrakù lodí";0;"A151218_094422_zahranicni_mcn"
"3040";"2015-12-27";"Psycholog";"01:01";"Èech na øeckém ostrovì uprchlíkù: V noci nás zahøívá pálení vrakù lodí";0;"A151218_094422_zahranicni_mcn"
"3041";"2015-12-27";"Sociální pracovníci";"01:01";"Èech na øeckém ostrovì uprchlíkù: V noci nás zahøívá pálení vrakù lodí";0;"A151218_094422_zahranicni_mcn"
"3042";"2015-12-27";"Zubní kartáèek";"01:01";"Èech na øeckém ostrovì uprchlíkù: V noci nás zahøívá pálení vrakù lodí";0;"A151218_094422_zahranicni_mcn"
"3082";"2015-12-24";"Pøíliv uprchlíkù do Evropy";"09:51";"Stali jste se tváøí vøelé zemì, dìkuje Gauck za pøístup Nìmcù k bìencùm";1;"A151224_095123_zahranicni_hro"
"3083";"2015-12-24";"Evropská unie";"09:51";"Stali jste se tváøí vøelé zemì, dìkuje Gauck za pøístup Nìmcù k bìencùm";0;"A151224_095123_zahranicni_hro"
"3084";"2015-12-24";"Joachim Gauck";"09:51";"Stali jste se tváøí vøelé zemì, dìkuje Gauck za pøístup Nìmcù k bìencùm";0;"A151224_095123_zahranicni_hro"
"3085";"2015-12-24";"školka";"09:51";"Stali jste se tváøí vøelé zemì, dìkuje Gauck za pøístup Nìmcù k bìencùm";0;"A151224_095123_zahranicni_hro"
"3119";"2015-12-24";"Pøíliv uprchlíkù do Evropy";"12:14";"Nìmci budou zaznamenávat kriminalitu bìencù, vymysleli pro nì kolonku";1;"A151224_121046_zahranicni_hro"
"3165";"2015-12-23";"Pøíliv uprchlíkù do Evropy";"18:48";"OBRAZEM: Uprchlíci ijí i za polárním kruhem, suuje je mráz a tma";1;"A151223_125042_zahranicni_aba"
"3166";"2015-12-23";"Neštovice";"18:48";"OBRAZEM: Uprchlíci ijí i za polárním kruhem, suuje je mráz a tma";0;"A151223_125042_zahranicni_aba"
"3167";"2015-12-23";"Plané neštovice";"18:48";"OBRAZEM: Uprchlíci ijí i za polárním kruhem, suuje je mráz a tma";0;"A151223_125042_zahranicni_aba"
"3330";"2015-12-15";"Pøíliv uprchlíkù do Evropy";"13:13";"Kdo chce azyl, musí respektovat naše pravidla, varuje bavorskı premiér";1;"A151215_130218_zahranicni_san"
"3331";"2015-12-15";"Angela Merkelová";"13:13";"Kdo chce azyl, musí respektovat naše pravidla, varuje bavorskı premiér";0;"A151215_130218_zahranicni_san"
"3412";"2015-12-15";"Pøíliv uprchlíkù do Evropy";"15:15";"Klaus usiluje o platformu k migraci. Cílem je odmítnutí uprchlíkù, øíká";1;"A151215_151421_domaci_hro"
"3413";"2015-12-15";"KSÈM";"15:15";"Klaus usiluje o platformu k migraci. Cílem je odmítnutí uprchlíkù, øíká";0;"A151215_151421_domaci_hro"
"3414";"2015-12-15";"ODS";"15:15";"Klaus usiluje o platformu k migraci. Cílem je odmítnutí uprchlíkù, øíká";0;"A151215_151421_domaci_hro"
"3415";"2015-12-15";"referendum";"15:15";"Klaus usiluje o platformu k migraci. Cílem je odmítnutí uprchlíkù, øíká";0;"A151215_151421_domaci_hro"
"3416";"2015-12-15";"Václav Klaus";"15:15";"Klaus usiluje o platformu k migraci. Cílem je odmítnutí uprchlíkù, øíká";0;"A151215_151421_domaci_hro"
"3597";"2015-12-21";"Pøíliv uprchlíkù do Evropy";"19:11";"V Nìmecku chtìjí zpøísnit kontrolu uprchlíkù, bojí se kradenıch pasù";1;"A151221_190657_zahranicni_ert"
