"";"date";"tag";"time";"article_name";"main";"article_id"
"299";"2015-09-14";"Pøíliv uprchlíkù do Evropy";"07:01";"ÈR posílila policii na hranici s Rakouskem, plošné kontroly nechystá";1;"A150914_070316_zahranicni_neh"
"300";"2015-09-14";"Evropa";"07:01";"ÈR posílila policii na hranici s Rakouskem, plošné kontroly nechystá";0;"A150914_070316_zahranicni_neh"
"301";"2015-09-14";"Krimi / Èerná kronika ";"07:01";"ÈR posílila policii na hranici s Rakouskem, plošné kontroly nechystá";0;"A150914_070316_zahranicni_neh"
"302";"2015-09-14";"Lubomír Zaorálek";"07:01";"ÈR posílila policii na hranici s Rakouskem, plošné kontroly nechystá";0;"A150914_070316_zahranicni_neh"
"303";"2015-09-14";"Uprchlíci";"07:01";"ÈR posílila policii na hranici s Rakouskem, plošné kontroly nechystá";0;"A150914_070316_zahranicni_neh"
"337";"2015-09-14";"Pøíliv uprchlíkù do Evropy";"17:40";"Maïaøi ucpali díru v hranici, uzavøeli i èást vzdušného prostoru";1;"A150914_171528_zahranicni_aba"
"338";"2015-09-14";"Evropa";"17:40";"Maïaøi ucpali díru v hranici, uzavøeli i èást vzdušného prostoru";0;"A150914_171528_zahranicni_aba"
"339";"2015-09-14";"Uprchlíci";"17:40";"Maïaøi ucpali díru v hranici, uzavøeli i èást vzdušného prostoru";0;"A150914_171528_zahranicni_aba"
"348";"2015-09-14";"Pøíliv uprchlíkù do Evropy";"08:54";"Rakušané kvùli uprchlíkùm povolali armádu, Slováci zavádìjí kontroly";1;"A150914_084420_zahranicni_ert"
"349";"2015-09-14";"Evropa";"08:54";"Rakušané kvùli uprchlíkùm povolali armádu, Slováci zavádìjí kontroly";0;"A150914_084420_zahranicni_ert"
"350";"2015-09-14";"Hranièní pøechod";"08:54";"Rakušané kvùli uprchlíkùm povolali armádu, Slováci zavádìjí kontroly";0;"A150914_084420_zahranicni_ert"
"351";"2015-09-14";"Krimi / Èerná kronika ";"08:54";"Rakušané kvùli uprchlíkùm povolali armádu, Slováci zavádìjí kontroly";0;"A150914_084420_zahranicni_ert"
"352";"2015-09-14";"Svìt";"08:54";"Rakušané kvùli uprchlíkùm povolali armádu, Slováci zavádìjí kontroly";0;"A150914_084420_zahranicni_ert"
"353";"2015-09-14";"Uprchlíci";"08:54";"Rakušané kvùli uprchlíkùm povolali armádu, Slováci zavádìjí kontroly";0;"A150914_084420_zahranicni_ert"
"364";"2015-09-15";"Pøíliv uprchlíkù do Evropy";"00:02";"Samozvaná hlídka chránila rychlík pøed uprchlíky, vyvedli ji stráníci";1;"A150914_155125_krimi_cen"
"365";"2015-09-15";"Èeské dráhy";"00:02";"Samozvaná hlídka chránila rychlík pøed uprchlíky, vyvedli ji stráníci";0;"A150914_155125_krimi_cen"
"366";"2015-09-15";"Islám";"00:02";"Samozvaná hlídka chránila rychlík pøed uprchlíky, vyvedli ji stráníci";0;"A150914_155125_krimi_cen"
"375";"2015-09-14";"Pøíliv uprchlíkù do Evropy";"19:57";"Uprchlická odysea: plavba na gumáku, Makedonie na kole a srbská facka";1;"A150914_140539_zahranicni_aba"
"376";"2015-09-14";"Islámskı stát";"19:57";"Uprchlická odysea: plavba na gumáku, Makedonie na kole a srbská facka";0;"A150914_140539_zahranicni_aba"
"377";"2015-09-14";"Svìt";"19:57";"Uprchlická odysea: plavba na gumáku, Makedonie na kole a srbská facka";0;"A150914_140539_zahranicni_aba"
"378";"2015-09-14";"Uprchlíci";"19:57";"Uprchlická odysea: plavba na gumáku, Makedonie na kole a srbská facka";0;"A150914_140539_zahranicni_aba"
"448";"2015-09-12";"Pøíliv uprchlíkù do Evropy";"18:45";"Uprchlickou krizi zastaví jen poráka IS, tvrdí Èeška pomáhající Kurdùm";1;"A150909_092328_zahranicni_ert"
"449";"2015-09-12";"Islámskı stát";"18:45";"Uprchlickou krizi zastaví jen poráka IS, tvrdí Èeška pomáhající Kurdùm";0;"A150909_092328_zahranicni_ert"
"450";"2015-09-12";"Jezídové";"18:45";"Uprchlickou krizi zastaví jen poráka IS, tvrdí Èeška pomáhající Kurdùm";0;"A150909_092328_zahranicni_ert"
"451";"2015-09-12";"Pøíliv uprchlíkù do Evropy";"16:01";"Nejsme krutí, protestuje Maïarsko. Navrhuje poslat miliardy sousedùm Sırie";1;"A150912_123008_zahranicni_san"
"452";"2015-09-12";"Evropa";"16:01";"Nejsme krutí, protestuje Maïarsko. Navrhuje poslat miliardy sousedùm Sırie";0;"A150912_123008_zahranicni_san"
"453";"2015-09-12";"Uprchlíci";"16:01";"Nejsme krutí, protestuje Maïarsko. Navrhuje poslat miliardy sousedùm Sırie";0;"A150912_123008_zahranicni_san"
"454";"2015-09-12";"Viktor Orbán";"16:01";"Nejsme krutí, protestuje Maïarsko. Navrhuje poslat miliardy sousedùm Sırie";0;"A150912_123008_zahranicni_san"
"455";"2015-09-12";"Pøíliv uprchlíkù do Evropy";"20:04";"OBRAZEM: Tìká cesta uprchlíkù pøes maïarské hranice";1;"A150911_155001_zahranicni_ale"
"456";"2015-09-12";"Evropská unie";"20:04";"OBRAZEM: Tìká cesta uprchlíkù pøes maïarské hranice";0;"A150911_155001_zahranicni_ale"
"462";"2015-09-13";"Pøíliv uprchlíkù do Evropy";"01:08";"Iráèan ze slavné fotky je s rodinou v Berlínì. Merkelová je pro nì matka";1;"A150909_142047_zahranicni_aba"
"463";"2015-09-13";"Uprchlíci";"01:08";"Iráèan ze slavné fotky je s rodinou v Berlínì. Merkelová je pro nì matka";0;"A150909_142047_zahranicni_aba"
"471";"2015-09-13";"Evropa";"06:57";"VIDEA TİDNE: Sraenı uprchlík, opilı fotbalista a øetízek v hrníèku";0;"A150912_130201_domaci_mad"
"472";"2015-09-13";"Krimi / Èerná kronika ";"06:57";"VIDEA TİDNE: Sraenı uprchlík, opilı fotbalista a øetízek v hrníèku";0;"A150912_130201_domaci_mad"
"473";"2015-09-13";"Poèasí";"06:57";"VIDEA TİDNE: Sraenı uprchlík, opilı fotbalista a øetízek v hrníèku";0;"A150912_130201_domaci_mad"
"474";"2015-09-13";"Svìt";"06:57";"VIDEA TİDNE: Sraenı uprchlík, opilı fotbalista a øetízek v hrníèku";0;"A150912_130201_domaci_mad"
"475";"2015-09-13";"Uprchlíci";"06:57";"VIDEA TİDNE: Sraenı uprchlík, opilı fotbalista a øetízek v hrníèku";0;"A150912_130201_domaci_mad"
"476";"2015-09-13";"Zdenìk Pohlreich";"06:57";"VIDEA TİDNE: Sraenı uprchlík, opilı fotbalista a øetízek v hrníèku";0;"A150912_130201_domaci_mad"
"552";"2015-09-10";"Pøíliv uprchlíkù do Evropy";"15:38";"Maïarsko zvauje kvùli uprchlíkùm krizovı stav, Makedonci stavbu plotu";1;"A150910_153755_zahranicni_ert"
"553";"2015-09-10";"Evropa";"15:38";"Maïarsko zvauje kvùli uprchlíkùm krizovı stav, Makedonci stavbu plotu";0;"A150910_153755_zahranicni_ert"
"554";"2015-09-10";"Railjet - Siemens Viaggio Comfort";"15:38";"Maïarsko zvauje kvùli uprchlíkùm krizovı stav, Makedonci stavbu plotu";0;"A150910_153755_zahranicni_ert"
"555";"2015-09-10";"Siemens";"15:38";"Maïarsko zvauje kvùli uprchlíkùm krizovı stav, Makedonci stavbu plotu";0;"A150910_153755_zahranicni_ert"
"556";"2015-09-10";"Uprchlíci";"15:38";"Maïarsko zvauje kvùli uprchlíkùm krizovı stav, Makedonci stavbu plotu";0;"A150910_153755_zahranicni_ert"
"617";"2015-09-11";"Pøíliv uprchlíkù do Evropy";"11:00";"Manuál odrazuje uprchlíky od Èeska. Hlavnì díky nám, chlubí se vnitro";1;"A150911_092532_domaci_ane"
"627";"2015-09-11";"Pøíliv uprchlíkù do Evropy";"06:24";"Tlaèenice na rakouské hranici. Kvùli bìencùm byla uzavøena dálnice";1;"A150911_062209_zahranicni_ane"
"628";"2015-09-11";"Evropa";"06:24";"Tlaèenice na rakouské hranici. Kvùli bìencùm byla uzavøena dálnice";0;"A150911_062209_zahranicni_ane"
"629";"2015-09-11";"Hranièní pøechod";"06:24";"Tlaèenice na rakouské hranici. Kvùli bìencùm byla uzavøena dálnice";0;"A150911_062209_zahranicni_ane"
"630";"2015-09-11";"Uprchlíci";"06:24";"Tlaèenice na rakouské hranici. Kvùli bìencùm byla uzavøena dálnice";0;"A150911_062209_zahranicni_ane"
"648";"2015-09-10";"Pøíliv uprchlíkù do Evropy";"09:27";"Pøevoz nelegálních migrantù je trestnı, varuje policie. I na území státu";1;"A150908_123819_domaci_jpl"
"649";"2015-09-10";"Evropa";"09:27";"Pøevoz nelegálních migrantù je trestnı, varuje policie. I na území státu";0;"A150908_123819_domaci_jpl"
"650";"2015-09-10";"Uprchlíci";"09:27";"Pøevoz nelegálních migrantù je trestnı, varuje policie. I na území státu";0;"A150908_123819_domaci_jpl"
"719";"2015-09-10";"Pøíliv uprchlíkù do Evropy";"13:16";"Europoslanci podpoøili plán uprchlickıch kvót, schválení je však daleko";1;"A150910_131622_zahranicni_ert"
"720";"2015-09-10";"Evropa";"13:16";"Europoslanci podpoøili plán uprchlickıch kvót, schválení je však daleko";0;"A150910_131622_zahranicni_ert"
"721";"2015-09-10";"Evropská komise";"13:16";"Europoslanci podpoøili plán uprchlickıch kvót, schválení je však daleko";0;"A150910_131622_zahranicni_ert"
"722";"2015-09-10";"evropskı parlament";"13:16";"Europoslanci podpoøili plán uprchlickıch kvót, schválení je však daleko";0;"A150910_131622_zahranicni_ert"
"723";"2015-09-10";"Uprchlíci";"13:16";"Europoslanci podpoøili plán uprchlickıch kvót, schválení je však daleko";0;"A150910_131622_zahranicni_ert"
"757";"2015-09-10";"Domácí politika";"13:24";"Nìmci se dosud nevyrovnali s válkou, proto vítají uprchlíky, míní Klaus";0;"A150910_130842_zahranicni_kha"
"758";"2015-09-10";"Evropská unie";"13:24";"Nìmci se dosud nevyrovnali s válkou, proto vítají uprchlíky, míní Klaus";0;"A150910_130842_zahranicni_kha"
"759";"2015-09-10";"Miloš Zeman";"13:24";"Nìmci se dosud nevyrovnali s válkou, proto vítají uprchlíky, míní Klaus";0;"A150910_130842_zahranicni_kha"
"760";"2015-09-10";"Robert Fico";"13:24";"Nìmci se dosud nevyrovnali s válkou, proto vítají uprchlíky, míní Klaus";0;"A150910_130842_zahranicni_kha"
"761";"2015-09-10";"Uprchlíci";"13:24";"Nìmci se dosud nevyrovnali s válkou, proto vítají uprchlíky, míní Klaus";0;"A150910_130842_zahranicni_kha"
"762";"2015-09-10";"Václav Klaus";"13:24";"Nìmci se dosud nevyrovnali s válkou, proto vítají uprchlíky, míní Klaus";0;"A150910_130842_zahranicni_kha"
"776";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"15:18";"Pøijali jsme sto tisíc Syøanù, odmítá Abú Zabí kritiku, e nepomáhá";1;"A150909_151958_zahranicni_aha"
"777";"2015-09-09";"Obèanská válka v Sırii";"15:18";"Pøijali jsme sto tisíc Syøanù, odmítá Abú Zabí kritiku, e nepomáhá";0;"A150909_151958_zahranicni_aha"
"817";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"17:42";"Z Klausovy petice proti imigraci je mi hnusno, øíká Schwarzenberg";1;"A150909_164744_domaci_ale"
"818";"2015-09-09";"Bohuslav Sobotka";"17:42";"Z Klausovy petice proti imigraci je mi hnusno, øíká Schwarzenberg";0;"A150909_164744_domaci_ale"
"819";"2015-09-09";"Karel Schwarzenberg";"17:42";"Z Klausovy petice proti imigraci je mi hnusno, øíká Schwarzenberg";0;"A150909_164744_domaci_ale"
"820";"2015-09-09";"ODS";"17:42";"Z Klausovy petice proti imigraci je mi hnusno, øíká Schwarzenberg";0;"A150909_164744_domaci_ale"
"821";"2015-09-09";"Petice";"17:42";"Z Klausovy petice proti imigraci je mi hnusno, øíká Schwarzenberg";0;"A150909_164744_domaci_ale"
"822";"2015-09-09";"TOP 09";"17:42";"Z Klausovy petice proti imigraci je mi hnusno, øíká Schwarzenberg";0;"A150909_164744_domaci_ale"
"832";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"15:26";"Babiš vyzval šéfa NATO k potápìní lodí pašerákù. Ten ale ukázal na EU";1;"A150909_152804_domaci_kop"
"833";"2015-09-09";"Andrej Babiš";"15:26";"Babiš vyzval šéfa NATO k potápìní lodí pašerákù. Ten ale ukázal na EU";0;"A150909_152804_domaci_kop"
"834";"2015-09-09";"Hnutí ANO";"15:26";"Babiš vyzval šéfa NATO k potápìní lodí pašerákù. Ten ale ukázal na EU";0;"A150909_152804_domaci_kop"
"835";"2015-09-09";"NATO";"15:26";"Babiš vyzval šéfa NATO k potápìní lodí pašerákù. Ten ale ukázal na EU";0;"A150909_152804_domaci_kop"
"836";"2015-09-09";"Obèanská válka v Sırii";"15:26";"Babiš vyzval šéfa NATO k potápìní lodí pašerákù. Ten ale ukázal na EU";0;"A150909_152804_domaci_kop"
"841";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"17:18";"Dánsko kvùli uprchlíkùm pøerušilo dopravní spojení s Nìmeckem";1;"A150909_171322_zahranicni_aba"
"842";"2015-09-09";"Evropa";"17:18";"Dánsko kvùli uprchlíkùm pøerušilo dopravní spojení s Nìmeckem";0;"A150909_171322_zahranicni_aba"
"843";"2015-09-09";"Krimi / Èerná kronika ";"17:18";"Dánsko kvùli uprchlíkùm pøerušilo dopravní spojení s Nìmeckem";0;"A150909_171322_zahranicni_aba"
"844";"2015-09-09";"Uprchlíci";"17:18";"Dánsko kvùli uprchlíkùm pøerušilo dopravní spojení s Nìmeckem";0;"A150909_171322_zahranicni_aba"
"864";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"21:06";"Nìmci v bıvalé celnici na Cínovci ubytují bìence. Èeši mají obavy";1;"A150909_204623_domaci_fka"
"865";"2015-09-09";"Hranièní pøechod";"21:06";"Nìmci v bıvalé celnici na Cínovci ubytují bìence. Èeši mají obavy";0;"A150909_204623_domaci_fka"
"866";"2015-09-09";"Nìmecko";"21:06";"Nìmci v bıvalé celnici na Cínovci ubytují bìence. Èeši mají obavy";0;"A150909_204623_domaci_fka"
"871";"2015-09-10";"Islámskı stát";"06:52";"Analytik: Uprchlická vlna je zbraní Islámského státu, hraje mu do karet";1;"A150903_143604_zahranicni_aba"
"872";"2015-09-10";"Pøíliv uprchlíkù do Evropy";"06:52";"Analytik: Uprchlická vlna je zbraní Islámského státu, hraje mu do karet";1;"A150903_143604_zahranicni_aba"
"873";"2015-09-10";"Islámskı stát";"06:52";"Analytik: Uprchlická vlna je zbraní Islámského státu, hraje mu do karet";0;"A150903_143604_zahranicni_aba"
"874";"2015-09-10";"Pøíliv uprchlíkù do Evropy";"01:00";"ádné møíe. Pøijde-li nová vlna azylantù, pùjde do ubytoven";1;"A150909_213823_domaci_fka"
"875";"2015-09-10";"Domácí politika";"01:00";"ádné møíe. Pøijde-li nová vlna azylantù, pùjde do ubytoven";0;"A150909_213823_domaci_fka"
"876";"2015-09-10";"Evropská komise";"01:00";"ádné møíe. Pøijde-li nová vlna azylantù, pùjde do ubytoven";0;"A150909_213823_domaci_fka"
"877";"2015-09-10";"Uprchlíci";"01:00";"ádné møíe. Pøijde-li nová vlna azylantù, pùjde do ubytoven";0;"A150909_213823_domaci_fka"
"889";"2015-09-10";"Pøíliv uprchlíkù do Evropy";"06:17";"Vyèerpaní a tiší. Na rakouskou hranici pøišly pìšky tisíce uprchlíkù";1;"A150910_060948_zahranicni_ane"
"890";"2015-09-10";"Evropa";"06:17";"Vyèerpaní a tiší. Na rakouskou hranici pøišly pìšky tisíce uprchlíkù";0;"A150910_060948_zahranicni_ane"
"891";"2015-09-10";"Uprchlíci";"06:17";"Vyèerpaní a tiší. Na rakouskou hranici pøišly pìšky tisíce uprchlíkù";0;"A150910_060948_zahranicni_ane"
"898";"2015-09-09";"Islámskı stát";"06:38";"Austrálie pøijme 12 tisíc uprchlíkù a zapojí se do úderù proti islamistùm";1;"A150909_064035_eko-zahranicni_lve"
"899";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"06:38";"Austrálie pøijme 12 tisíc uprchlíkù a zapojí se do úderù proti islamistùm";1;"A150909_064035_eko-zahranicni_lve"
"900";"2015-09-09";"Austrálie";"06:38";"Austrálie pøijme 12 tisíc uprchlíkù a zapojí se do úderù proti islamistùm";0;"A150909_064035_eko-zahranicni_lve"
"901";"2015-09-09";"Islámskı stát";"06:38";"Austrálie pøijme 12 tisíc uprchlíkù a zapojí se do úderù proti islamistùm";0;"A150909_064035_eko-zahranicni_lve"
"946";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"08:02";"VIDEO: Maïarská reportérka podráela nohy uprchlíkùm. Pøišla o práci";1;"A150909_074511_zahranicni_ane"
"947";"2015-09-09";"Program RTL";"08:02";"VIDEO: Maïarská reportérka podráela nohy uprchlíkùm. Pøišla o práci";0;"A150909_074511_zahranicni_ane"
"948";"2015-09-09";"Svìt";"08:02";"VIDEO: Maïarská reportérka podráela nohy uprchlíkùm. Pøišla o práci";0;"A150909_074511_zahranicni_ane"
"949";"2015-09-09";"Uprchlíci";"08:02";"VIDEO: Maïarská reportérka podráela nohy uprchlíkùm. Pøišla o práci";0;"A150909_074511_zahranicni_ane"
"986";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"09:50";"Komise ukázala plán: EU se povinnì podìlí o dalších 120 tisíc migrantù";1;"A150909_094558_zahranicni_ert"
"987";"2015-09-09";"Evropská komise";"09:50";"Komise ukázala plán: EU se povinnì podìlí o dalších 120 tisíc migrantù";0;"A150909_094558_zahranicni_ert"
"988";"2015-09-09";"Evropská unie";"09:50";"Komise ukázala plán: EU se povinnì podìlí o dalších 120 tisíc migrantù";0;"A150909_094558_zahranicni_ert"
"989";"2015-09-09";"Jean-Claude Juncker";"09:50";"Komise ukázala plán: EU se povinnì podìlí o dalších 120 tisíc migrantù";0;"A150909_094558_zahranicni_ert"
"990";"2015-09-09";"Pøíliv uprchlíkù do Evropy";"10:36";"Ekonomiètí migranti v Nìmecku nemohou zùstat, prohlásila Merkelová";1;"A150909_102918_zahranicni_ert"
"991";"2015-09-09";"Angela Merkelová";"10:36";"Ekonomiètí migranti v Nìmecku nemohou zùstat, prohlásila Merkelová";0;"A150909_102918_zahranicni_ert"
"992";"2015-09-09";"Evropa";"10:36";"Ekonomiètí migranti v Nìmecku nemohou zùstat, prohlásila Merkelová";0;"A150909_102918_zahranicni_ert"
"993";"2015-09-09";"Uprchlíci";"10:36";"Ekonomiètí migranti v Nìmecku nemohou zùstat, prohlásila Merkelová";0;"A150909_102918_zahranicni_ert"
"1012";"2015-09-09";"Domácí politika";"14:53";"Zeman chce, a o uprchlících rozhoduje Evropská rada. Kvùli blokování kvót";0;"A150909_145447_domaci_kop"
"1013";"2015-09-09";"Evropská komise";"14:53";"Zeman chce, a o uprchlících rozhoduje Evropská rada. Kvùli blokování kvót";0;"A150909_145447_domaci_kop"
"1014";"2015-09-09";"Evropská rada";"14:53";"Zeman chce, a o uprchlících rozhoduje Evropská rada. Kvùli blokování kvót";0;"A150909_145447_domaci_kop"
"1015";"2015-09-09";"Miloš Zeman";"14:53";"Zeman chce, a o uprchlících rozhoduje Evropská rada. Kvùli blokování kvót";0;"A150909_145447_domaci_kop"
"1016";"2015-09-09";"Svìt";"14:53";"Zeman chce, a o uprchlících rozhoduje Evropská rada. Kvùli blokování kvót";0;"A150909_145447_domaci_kop"
"1017";"2015-09-09";"Uprchlíci";"14:53";"Zeman chce, a o uprchlících rozhoduje Evropská rada. Kvùli blokování kvót";0;"A150909_145447_domaci_kop"
"1035";"2015-09-11";"Pøíliv uprchlíkù do Evropy";"12:17";"Uprchlíkùm pomáhá stále více Èechù. Nabízejí obleèení, peníze i nocleh";1;"A150910_102837_domaci_zt"
"1036";"2015-09-11";"Evropa";"12:17";"Uprchlíkùm pomáhá stále více Èechù. Nabízejí obleèení, peníze i nocleh";0;"A150910_102837_domaci_zt"
"1037";"2015-09-11";"Uprchlíci";"12:17";"Uprchlíkùm pomáhá stále více Èechù. Nabízejí obleèení, peníze i nocleh";0;"A150910_102837_domaci_zt"
"1058";"2015-09-11";"Pøíliv uprchlíkù do Evropy";"15:23";"VIDEO: Migrant se pokusil dostat do Španìlska pod palubní deskou auta";1;"A150911_141737_zahranicni_ale"
"1059";"2015-09-11";"Hranièní pøechod";"15:23";"VIDEO: Migrant se pokusil dostat do Španìlska pod palubní deskou auta";0;"A150911_141737_zahranicni_ale"
"1060";"2015-09-11";"Krimi / Èerná kronika ";"15:23";"VIDEO: Migrant se pokusil dostat do Španìlska pod palubní deskou auta";0;"A150911_141737_zahranicni_ale"
"1061";"2015-09-11";"Svìt";"15:23";"VIDEO: Migrant se pokusil dostat do Španìlska pod palubní deskou auta";0;"A150911_141737_zahranicni_ale"
