"";"comment";"commenting_person_id";"negative_score";"comment_id";"article_name";"positive_score";"time";"date";"article_id"
"23765";"Proč pak utíkají z tak super země?
Vždyť je tam demokracie žádný zločin, drogy a podobně!
Vládne tam spravedlivý prezident, který nebyl nikdy hledán interpolem!
Úplný ráj na zemi jak nám prezentovali média v čele s USA.
Asi jim už nestačí uloupené Kosovo a genocida Srbů, tak vandrují dál jak to umí,jako kobylky sníst a jít dál.
";79486;"−3";71158074;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";9;"5:40";"13.3.2015";"A150312_174532_domaci_neh"
"23766";"A dobře našlápnuto má i Ukrajina se svými 45 mil. obyvatel.
";16655;"0";71158003;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";3;"4:53";"13.3.2015";"A150312_174532_domaci_neh"
"23767";"Pravda
";27716;"0";71157261;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"23:53";"12.3.2015";"A150312_174532_domaci_neh"
"23768";"Svycarsko zavedlo pro Kosovary (a ostatni zeme z Balkanu) zrychlene vyrizovani azylu, behen 2 dnu, protoze Kosovo nepatri k ohrozenym zemim, neni tam valka. Proto se do Svycarska nehrnou, bylo jich letos jen par stovek a vetsina byla zamitnuta.
Nejvic jich do zapadni Evropy prislo behem valky v Jugoslavii, cast se vratila (s penezi v kapse od statu). 
Tisice techto emigrantu chteji na zapade ""prezimovat"", to je zname predevsim pro balkanske Romy. Oni vedi, ze azyl nedostanou, ale take vedi, ze budou poslani zpet s kapesnym a par mesicu ziji zadara v teple a dostanou najist.<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">
";21523;"0";71157173;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";11;"23:41";"12.3.2015";"A150312_174532_domaci_neh"
"23769";"Jako co si myslí??? At táhnou zpět odkud přišli....
";93526;"0";71156762;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";1;"23:01";"12.3.2015";"A150312_174532_domaci_neh"
"23770";"Rozšířili jsme uprchlické zařízeí o 100 lidí. To je teda oběť! Dokáže 100 tisíc Čechů uživit jednoho imigranta?
";597;"−7";71156301;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"22:28";"12.3.2015";"A150312_174532_domaci_neh"
"23771";"Zažívá, majoritní pozici ve fetu převzali Vietnamci...
";14465;"0";71155429;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"21:45";"12.3.2015";"A150312_174532_domaci_neh"
"23772";"Tak to USesesákům povedlo. Kam  vkročí, sto let  tráva  neroste.
";53148;"−2";71155287;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";6;"21:39";"12.3.2015";"A150312_174532_domaci_neh"
"23773";"Doporucuji dokument  Ukradene Kosovo,tohle neni narod kvuli kteremu mel byt bombardovan suvereni stat!
";6689;"0";71155140;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";12;"21:33";"12.3.2015";"A150312_174532_domaci_neh"
"23774";"Kosov? To je ten stat kvuli, kteremu byl humanitarne vybombardovan Belehrad? Diky EUSAmani, diky za muslimy z IS.
";12455;"−1";71154009;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";14;"20:47";"12.3.2015";"A150312_174532_domaci_neh"
"23775";"Tito přemnožili část Srbska, teď se rozlézají po Evropě, kterou spolu s ručníkáři přemnoží také. Ajajaj!
";33819;"0";71588434;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"15:06";"4.4.2015";"A150312_174532_domaci_neh"
"23776";"Kosov? To je ten stat kvuli, kteremu byl humanitarne vybombardovan Belehrad? Diky EUSAmani, diky za muslimy z IS.
";12455;"−1";71154007;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";2;"20:47";"12.3.2015";"A150312_174532_domaci_neh"
"23777";"Tak na Ukrajině nevyvražďuje Putin, ale Porošenkovi poskoci. Podle Vás je vyšší spravedlnost to, že vyvražďovat po celém světě civilní obyvatelstvo mohou USA se svými poskoky. Když se proti nim někdo odváží odporovat, tak je to terorista.
";41658;"−3";71153202;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";12;"20:06";"12.3.2015";"A150312_174532_domaci_neh"
"23778";"takže Anna je pro to, nechat Mládiče vyvraždit všechny, do posledního? Nebo nechat Putina, vyvraždit všechny vzpurné  Chochly? Co je spravedlivé, nerozhoduje paní Tvarůžková. Existuje také vyšší spravedlnost, lidstvu nepřístupná.
";15583;"−14";71152998;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";2;"19:56";"12.3.2015";"A150312_174532_domaci_neh"
"23779";"Německo je už vrací. Problém ovšem je, že je třeba všechny zájemce vyslechnout, nechat si předložit jejich  doporučení, vysvědčení a ověřit si jazykové schopnosti žadatelů. Velká Evropská zeď se asi stavět nebude.
Nejlépe se vše vyřídí přímo v Prištině, tam je také jednodušší, si vše ověřovat. Žadatel, který prokáže nějakou použitelnou kvalifikaci, základní znalost českého nebo německého jazyka by pak měl být zprostředkován přímo zaměstnavateli. Ten by se mu také postaral o ubytování. Stát není hoteliér a už vůbec ne bezplatný.
Pokud někdo nesplní požadavky, musí buď dále studovat, nebo se té migrace vzdát.
";15583;"0";71152896;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";5;"19:52";"12.3.2015";"A150312_174532_domaci_neh"
"23780";"To je spravedlivá odplata za to humanitární bombardování. Za chvíli tady budeme mít obrovské množství emigrantů z asijských zemí, ve kterých naši stateční žoldáci bojovali po boku USA proti tamějšímu obyvatelstvu.
";41658;"−2";71152804;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"19:48";"12.3.2015";"A150312_174532_domaci_neh"
"23781";"presne tak. Ekonomicki migranti. Otocit a domov - mimo Schengen.
";22057;"0";71152270;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"19:21";"12.3.2015";"A150312_174532_domaci_neh"
"23782";"V Kosovu, které tak slavně osamostatnilo NATO, je válka, nebo genocida? To jsem se nikde nedočetl. Takže se jedná o klasické ekonomické imigranty. Přitom občané Kosova jsou pověstní některými ne příliš legálními postupy při nakládání s drogami a  zbraněmi. Jak bude reagovat naše ministerstvo vnitra? (Doufám, že jsem se vyjádřil korektně, bez vulgarit, bez xenofobního a rasistického podtextu, takže censor/administrátor diskusní příspěvek nesmaže).
";90212;"0";71151953;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";25;"19:05";"12.3.2015";"A150312_174532_domaci_neh"
"23783";"Trh s drogama asi zažívá krizi tak hledaj nový trhy.
";60496;"−1";71151852;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"19:00";"12.3.2015";"A150312_174532_domaci_neh"
"23784";"Jak úžasný vývoj samostatné země s Madeleine Albrightové Capital C.Od rozkradené pomoci  narkokartely až po naprostý  kolaps.Mladý Biden už investuje do Ukrajiny. EU schválila též prvních 17 mlr. To budou zítřky!!!<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^"">
";53900;"0";71151730;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";17;"18:55";"12.3.2015";"A150312_174532_domaci_neh"
"23785";"Odhaduju že se jedná o tak lenivé albánce, že se jim už nechce ani dealovat a proto museli odejít.
";93351;"−1";71151659;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";10;"18:51";"12.3.2015";"A150312_174532_domaci_neh"
"23786";"No aspoň na niečo je tá naša slabšia ekonomická výkonnosť dobrá, žiadnemu z tých lumpov sa ku nám moc nechce...
";41668;"−2";71151372;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"18:39";"12.3.2015";"A150312_174532_domaci_neh"
"23787";"A hľadajú nové Kosovo...
";48004;"0";71202089;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"18:25";"15.3.2015";"A150312_174532_domaci_neh"
"23788";"Nejlépe by udělali kdyby zařízení pro uprchlíky zrušili a poslali je domů. Chtěli samostatné Kosovo mají ho, tak ať ta pakáž ukáže co umí. Rozbít, zničit to je schopnost dnešních vládců  je to jeden větší imbecil než druhý. Ale něco vybudovat, zajistit důstojné žití předkům, následovníkům a současníkům ve svých státech to nejsou schopny.
";84630;"−1";71181056;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";5;"12:02";"14.3.2015";"A150312_174532_domaci_neh"
"23789";"A co je takhle poslat do USA? Ti to tam vybombardovali jako ostatně všude a pak utečou jinam nebo si válejí šunky ve vzdálené Americe. Všechny migranty bych vozil do USA. Vždyť tak vlastně USA vznikly, z uprchlíků atd.
";37182;"0";71179476;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";2;"9:32";"14.3.2015";"A150312_174532_domaci_neh"
"23790";"Z ceho vyvozujete, ze bychom meli mit hranici s Madarskem?<img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o"">
";90379;"0";71169420;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"16:48";"13.3.2015";"A150312_174532_domaci_neh"
"23791";"Hmm, a jak si to chytani za ruku a posilani nazpatek v praxi predstavujete?
";90379;"0";71169396;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"16:46";"13.3.2015";"A150312_174532_domaci_neh"
"23792";"Oni tam nemaj komunismus aby jako jeden muz budovali svetle zitrky. Kokainovi baroni ve vlade se jiste emigrovat nechystaj.
";5649;"0";71165469;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"13:13";"13.3.2015";"A150312_174532_domaci_neh"
"23793";"asi ano ale proč?
";10496;"0";71163394;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";3;"11:39";"13.3.2015";"A150312_174532_domaci_neh"
"23794";"„Naše zařízení pro uprchlíky nebyla na tento zvýšený počet uchazečů připravena, a proto jsme museli navýšit kapacity jak v Zastávce u Brna tak v Bělé pod Bezdězem,“
tento stát musí dělat co migranti nařizují? Tento stát nemůže chytit milé migranty za ruku, otočit je a poslat odkud přišli? Tento stát je potřebuje? Máme málo svých cikánů se kterými si tento stát už teď očividně neví rady? Jsme skutečně tak hloupí?
";10496;"0";71163345;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";7;"11:37";"13.3.2015";"A150312_174532_domaci_neh"
"23795";"Je tady někdo, kdo před lety schvaloval a nadšeně obhajoval bombardování s humanitárním podtextem? Pokud ano, považoval bych od něj za velice laskavé, kdyby mi vysvětlil, před čím teď vlastně migranti z Kosova zdrhají (zamyšlení nad tím, jestli to bombardování skutečně mělo nějaký smysl ovšem neočekávám).
";346;"−1";71161820;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";4;"10:26";"13.3.2015";"A150312_174532_domaci_neh"
"23796";"Možná jsem, nečetl pozorně. Ale tak nějak nechápu, kde máme hranici s Maďarskem?
";20162;"0";71159066;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";5;"7:58";"13.3.2015";"A150312_174532_domaci_neh"
"23797";"To si Maďaři neumí ohlídat hranice a nebo nechtějí.
";12345;"0";71151354;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";10;"18:38";"12.3.2015";"A150312_174532_domaci_neh"
"23798";"to je na tom nejsmutnejsi ze hranice EU sou a dokonce sou prej uzasne hlidany ale ve finale mame plnou evropu kosovcu, rusu ,ukrajincu,  vietnamcu, a miri k nam este pulka afriky a to ja blbec  hlasoval pro vstup do EU hlavne pro to ze budou ty hranice <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile5.gif"" alt="":-("">
";92024;"−1";71151339;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";6;"18:37";"12.3.2015";"A150312_174532_domaci_neh"
"23799";"Spíš bombardování Prahy, protože nechce uznat samostatné Podbezdězí, na které mají imigranti v rámci sebeurčení právo.
";77775;"0";71151228;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"18:32";"12.3.2015";"A150312_174532_domaci_neh"
"23800";"Tak hlavne, ze se humanitarne vybombardovalo Srbsko, aby si mohli muslimove zalozit vlastni stat na cizim uzemi. Ted by to mohli zkusit treba v Madarsku, az se jich tam presune dostatecny pocet<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile2.gif"" alt="";-)"">.
Chteli vlastni stat, tak proc sakra jdou zas dal. 
Ale asi si to zaslouzime, na tu koreknost dojedem! Proc je tak tezke vetsinu otocit a poslat zpet? Ekonomicky by to vyslo milionkrat lip.
";74573;"0";71150930;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";42;"18:17";"12.3.2015";"A150312_174532_domaci_neh"
"23801";"Takhle nějak se  Albáncům kdysi nelíbilo v Albánii a emigrovali do jihozápadního Srbska, které si pak urvali pro sebe. Abychom se nedočkali bombardování Bělé pod Bezdězem, až si vyhlásí samostatné Podbezdězí.
";27716;"0";71150855;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";46;"18:13";"12.3.2015";"A150312_174532_domaci_neh"
"23802";"už se stalo <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile6.gif"" alt="":-/"">
";54306;"0";71150849;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";4;"18:13";"12.3.2015";"A150312_174532_domaci_neh"
"23803";"bych čekal jak budou urputně pracovat na své jistě vzkvétající zemičce, aby všem ukázali jak je srbové vykořisťovali
";54306;"−1";71150845;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";37;"18:13";"12.3.2015";"A150312_174532_domaci_neh"
"23804";"Ja osobne bych znovu obnovila hranice.Tisice lidi by melo praci.Vzdyt za par let nebude v Evrope misto.Ono se nam to nehezky vrati.
";43268;"−1";71150813;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";27;"18:11";"12.3.2015";"A150312_174532_domaci_neh"
"23805";"A na nase deti sbirame vicka od petek. (blici smajlik)
";7141;"−1";71150781;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";25;"18:09";"12.3.2015";"A150312_174532_domaci_neh"
"23806";"NATO jim vybojovalo svobodu a jim se tam nelíbí. To je ale nevděk.
";70369;"0";71150767;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";32;"18:08";"12.3.2015";"A150312_174532_domaci_neh"
"23807";"Proč pak utíkají z tak super země?
Vždyť je tam demokracie žádný zločin, drogy a podobně!
Vládne tam spravedlivý prezident, který nebyl nikdy hledán interpolem!
Úplný ráj na zemi jak nám prezentovali média v čele s USA.
Asi jim už nestačí uloupené Kosovo a genocida Srbů, tak vandrují dál jak to umí,jako kobylky sníst a jít dál.
";79486;"−3";71158074;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";9;"5:40";"13.3.2015";"A150312_174532_domaci_neh"
"23808";"A dobře našlápnuto má i Ukrajina se svými 45 mil. obyvatel.
";16655;"0";71158003;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";3;"4:53";"13.3.2015";"A150312_174532_domaci_neh"
"23809";"Pravda
";27716;"0";71157261;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"23:53";"12.3.2015";"A150312_174532_domaci_neh"
"23810";"Svycarsko zavedlo pro Kosovary (a ostatni zeme z Balkanu) zrychlene vyrizovani azylu, behen 2 dnu, protoze Kosovo nepatri k ohrozenym zemim, neni tam valka. Proto se do Svycarska nehrnou, bylo jich letos jen par stovek a vetsina byla zamitnuta.
Nejvic jich do zapadni Evropy prislo behem valky v Jugoslavii, cast se vratila (s penezi v kapse od statu). 
Tisice techto emigrantu chteji na zapade ""prezimovat"", to je zname predevsim pro balkanske Romy. Oni vedi, ze azyl nedostanou, ale take vedi, ze budou poslani zpet s kapesnym a par mesicu ziji zadara v teple a dostanou najist.<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">
";21523;"0";71157173;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";11;"23:41";"12.3.2015";"A150312_174532_domaci_neh"
"23811";"Jako co si myslí??? At táhnou zpět odkud přišli....
";93526;"0";71156762;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";1;"23:01";"12.3.2015";"A150312_174532_domaci_neh"
"23812";"Rozšířili jsme uprchlické zařízeí o 100 lidí. To je teda oběť! Dokáže 100 tisíc Čechů uživit jednoho imigranta?
";597;"−7";71156301;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"22:28";"12.3.2015";"A150312_174532_domaci_neh"
"23813";"Zažívá, majoritní pozici ve fetu převzali Vietnamci...
";14465;"0";71155429;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";0;"21:45";"12.3.2015";"A150312_174532_domaci_neh"
"23814";"Tak to USesesákům povedlo. Kam  vkročí, sto let  tráva  neroste.
";53148;"−2";71155287;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";6;"21:39";"12.3.2015";"A150312_174532_domaci_neh"
"23815";"Doporucuji dokument  Ukradene Kosovo,tohle neni narod kvuli kteremu mel byt bombardovan suvereni stat!
";6689;"0";71155140;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";12;"21:33";"12.3.2015";"A150312_174532_domaci_neh"
"23816";"Kosov? To je ten stat kvuli, kteremu byl humanitarne vybombardovan Belehrad? Diky EUSAmani, diky za muslimy z IS.
";12455;"−1";71154009;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";14;"20:47";"12.3.2015";"A150312_174532_domaci_neh"
"23817";"Kosov? To je ten stat kvuli, kteremu byl humanitarne vybombardovan Belehrad? Diky EUSAmani, diky za muslimy z IS.
";12455;"−1";71154007;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";2;"20:47";"12.3.2015";"A150312_174532_domaci_neh"
"23818";"no škoda jen, že oni sice (náš) <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile6.gif"" alt="":-/"">chleba jí, ale zpívají si pořád tu svoji
";6560;"0";71150718;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";16;"18:04";"12.3.2015";"A150312_174532_domaci_neh"
"23819";"Chtěli vlastní stát, ale zjistili, že by v něm museli pracovat a proto se rozhodli kolonozovat zemi o kousek vedle, kde se o ně zase chvíli postarají... <img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv"">
";49537;"−1";71150667;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";41;"18:02";"12.3.2015";"A150312_174532_domaci_neh"
"23820";"koho chleba jíš toho píseň zpívej<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
";86351;"0";71150526;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";5;"17:54";"12.3.2015";"A150312_174532_domaci_neh"
"23821";"Poděkujte havlovi až vám budou krást okolo domu.<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
";86351;"−4";71150510;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";29;"17:53";"12.3.2015";"A150312_174532_domaci_neh"
"23822";"Kdysi jsem tu četl článek od jakési nadšené české studentky, která (prý) procestovala Kosovo a nemohla si ho prostě vynachválit (ale neodstěhovala se tam). Zvláštní věc, takové články.... <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile6.gif"" alt="":-/"">
";3569;"0";71150486;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"17:52";"12.3.2015";"A150312_174532_domaci_neh"
"23823";"Tak na Ukrajině nevyvražďuje Putin, ale Porošenkovi poskoci. Podle Vás je vyšší spravedlnost to, že vyvražďovat po celém světě civilní obyvatelstvo mohou USA se svými poskoky. Když se proti nim někdo odváží odporovat, tak je to terorista.
";41658;"−3";71153202;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";12;"20:06";"12.3.2015";"A150312_174532_domaci_neh"
"23824";"takže Anna je pro to, nechat Mládiče vyvraždit všechny, do posledního? Nebo nechat Putina, vyvraždit všechny vzpurné  Chochly? Co je spravedlivé, nerozhoduje paní Tvarůžková. Existuje také vyšší spravedlnost, lidstvu nepřístupná.
";15583;"−14";71152998;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";2;"19:56";"12.3.2015";"A150312_174532_domaci_neh"
"23825";"Německo je už vrací. Problém ovšem je, že je třeba všechny zájemce vyslechnout, nechat si předložit jejich  doporučení, vysvědčení a ověřit si jazykové schopnosti žadatelů. Velká Evropská zeď se asi stavět nebude.
Nejlépe se vše vyřídí přímo v Prištině, tam je také jednodušší, si vše ověřovat. Žadatel, který prokáže nějakou použitelnou kvalifikaci, základní znalost českého nebo německého jazyka by pak měl být zprostředkován přímo zaměstnavateli. Ten by se mu také postaral o ubytování. Stát není hoteliér a už vůbec ne bezplatný.
Pokud někdo nesplní požadavky, musí buď dále studovat, nebo se té migrace vzdát.
";15583;"0";71152896;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";5;"19:52";"12.3.2015";"A150312_174532_domaci_neh"
"23826";"To je spravedlivá odplata za to humanitární bombardování. Za chvíli tady budeme mít obrovské množství emigrantů z asijských zemí, ve kterých naši stateční žoldáci bojovali po boku USA proti tamějšímu obyvatelstvu.
";41658;"−2";71152804;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"19:48";"12.3.2015";"A150312_174532_domaci_neh"
"23827";"presne tak. Ekonomicki migranti. Otocit a domov - mimo Schengen.
";22057;"0";71152270;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"19:21";"12.3.2015";"A150312_174532_domaci_neh"
"23828";"V Kosovu, které tak slavně osamostatnilo NATO, je válka, nebo genocida? To jsem se nikde nedočetl. Takže se jedná o klasické ekonomické imigranty. Přitom občané Kosova jsou pověstní některými ne příliš legálními postupy při nakládání s drogami a  zbraněmi. Jak bude reagovat naše ministerstvo vnitra? (Doufám, že jsem se vyjádřil korektně, bez vulgarit, bez xenofobního a rasistického podtextu, takže censor/administrátor diskusní příspěvek nesmaže).
";90212;"0";71151953;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";25;"19:05";"12.3.2015";"A150312_174532_domaci_neh"
"23829";"Trh s drogama asi zažívá krizi tak hledaj nový trhy.
";60496;"−1";71151852;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"19:00";"12.3.2015";"A150312_174532_domaci_neh"
"23830";"Jak úžasný vývoj samostatné země s Madeleine Albrightové Capital C.Od rozkradené pomoci  narkokartely až po naprostý  kolaps.Mladý Biden už investuje do Ukrajiny. EU schválila též prvních 17 mlr. To budou zítřky!!!<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^"">
";53900;"0";71151730;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";17;"18:55";"12.3.2015";"A150312_174532_domaci_neh"
"23831";"Odhaduju že se jedná o tak lenivé albánce, že se jim už nechce ani dealovat a proto museli odejít.
";93351;"−1";71151659;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";10;"18:51";"12.3.2015";"A150312_174532_domaci_neh"
"23832";"No aspoň na niečo je tá naša slabšia ekonomická výkonnosť dobrá, žiadnemu z tých lumpov sa ku nám moc nechce...
";41668;"−2";71151372;"Česko kvůli migrantům z Kosova muselo posílit zařízení pro uprchlíky";13;"18:39";"12.3.2015";"A150312_174532_domaci_neh"
