"";"comment";"commenting_person_id";"negative_score";"comment_id";"article_name";"positive_score";"time";"date";"article_id"
"1668";"Takže Řecko nemá ""co do huby"" - avšak dluhů až nad hlavu, ale bude financovat nelegální přistěhovalce..?? Mně pořád přijde nejjednodušší a nejefektivnější vracet čmoudy na člunech zpět na nebližší africkou pevninu..
";53561;"−2";71783344;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";28;"19:50";"15.4.2015";"A150415_193235_zahranicni_ert"
"1669";"Prostě všechny vrátit.
A pokud tají identitu nebo není schopen ji věrohodně doložit tak držet o  vodě  a chlebu tak dlouho až si vzpomene. 
Opuštěných ostrovů mají Řekové dost.
Pro humanisty: o azyl se žádá na  ambasádě  ve  své domovině !
";42343;"−1";71783342;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";30;"19:50";"15.4.2015";"A150415_193235_zahranicni_ert"
"1670";"Dneska překvapili, výjimečně to není google mapa, kde je označené Řecko, ale je za tím vidět kousek novinářské práce.
";37307;"0";71783338;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";1;"19:50";"15.4.2015";"A150415_193235_zahranicni_ert"
"1671";"Je to problém celé EU.
Měla by to řešit EU a ne Řecko. Mají pravdu.
";12561;"−1";71783331;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";7;"19:49";"15.4.2015";"A150415_193235_zahranicni_ert"
"1672";"V tomto samozřejmě musíme Řecku a ostatním postiženým zemím ve vlastním zájmu pomoci. Poslat finanční prostředky, jednotky cvičené pro odchyt nelegálních imigrantů na moři i na souši a konečně velkokapacitní lodě pro navracení uprchlíků do výchozích zemí.
";37307;"−2";71783323;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";35;"19:49";"15.4.2015";"A150415_193235_zahranicni_ert"
"1673";"parádní mapa <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">
";27496;"0";71783315;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";3;"19:49";"15.4.2015";"A150415_193235_zahranicni_ert"
"1674";"Pane Bože, to je takový problém, ty NELEGÁLNÍ uprchlíky prostě poslat zpět??
";93922;"0";71783290;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";28;"19:47";"15.4.2015";"A150415_193235_zahranicni_ert"
"1675";"Hmmm jediná pomoc na kterou bych já byl ochoten přispět je zásilka torpéd na potápění lodí těch migrantů...
možná ještě na velký plot mezi Tureckem a Řeckem.
";51400;"−2";71783228;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";14;"19:44";"15.4.2015";"A150415_193235_zahranicni_ert"
"1676";"Pane Pitro, jako téměř vždy tu plácáte nesmysly. Přečtěte si např. článek na Eurozprávách, kdy syrský uprchlík popisuje jak se velmi snadno dostal ze Sýrie přes Itálii až do Německa. Žádné obtížné překonávání hranic Schengenu. Ten uprchlík sám říká, že Italové vůbec nekontrolují kdo se chce dostat do Evropy<img class=""smiley"" src=""http://gidnes.cz/u/disk/krik1.gif"" alt=""!"">Takže podle něj mají muslimští teroristé cestu otevřenou. To, že Italové ""zachraňují"" imigranty už u břehů Libye a ne u břehů Itálie jasně ukazuje, že řešit problém se dá řešit už na hranici Libye a ne jak Vy tvrdíte, že je nelze vracet. Italové se vůbec nesnaží je vracet, ale přímo je dovážejí. Obdobné je to u Řeků. Proč nejsou např. tyto problémy v případě Španělska? Čím to tak může asi být?
";6554;"0";71789602;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";3;"7:00";"16.4.2015";"A150415_193235_zahranicni_ert"
"1677";"Ono by se Rekum asi dostalo vice sluchu, kdyby za celoevropsky problem neoznacovali kdeco. Treba sve verejne finance.
";2903;"−1";71789568;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";5;"6:57";"16.4.2015";"A150415_193235_zahranicni_ert"
"1678";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">Rozumím  volání řecké vlády ,ale ta si také musí uvědomit,že Řecko musí zapracovat i na sobě,nemůže být donekonečna otevřeným bolákem Evropy.
";99591;"−2";71789502;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";3;"6:49";"16.4.2015";"A150415_193235_zahranicni_ert"
"1679";"Problém EU Je to ten, že se bojí zřídit efektivní vnější hranice unie
";45105;"0";71789497;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";11;"6:48";"16.4.2015";"A150415_193235_zahranicni_ert"
"1680";"Na moře
";7000;"0";71789325;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";9;"6:26";"16.4.2015";"A150415_193235_zahranicni_ert"
"1681";"jen Řecko???
";73360;"0";71789139;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";3;"5:25";"16.4.2015";"A150415_193235_zahranicni_ert"
"1682";"Postřílet Řeky? To je dle vás řešení?
";20606;"−2";71789081;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";1;"4:47";"16.4.2015";"A150415_193235_zahranicni_ert"
"1683";"Já myslím, že bychom jim, jako Česká republika, pomoci rozhodně měli. Ve vojenských skladech by se jistě našlo pár přebytečných vz. 58 a trochu munice, které by Řecký problém jistě pomohly vyřešit <img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^"">
";33042;"−3";71788967;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";4;"3:14";"16.4.2015";"A150415_193235_zahranicni_ert"
"1684";"Napadnout by to mělo Vás když nechápete ani takto jednoduchý příspěvek. Tak malá nápověda. Toto je diskuse pod článkem. Když si ho nejdřív přečtete, zjistíte že není o tankerech ani výletních lodích.
";96336;"0";71788955;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";4;"3:08";"16.4.2015";"A150415_193235_zahranicni_ert"
"1685";"Bezmocný trolle, tlačítko mínus je Vaše jediná zbraň.
";96336;"−1";71788946;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"3:01";"16.4.2015";"A150415_193235_zahranicni_ert"
"1686";"Řecko je vůbec problém celé Evropy. No možná by vam s tim mohl pomoct Putin.
";39292;"−3";71788944;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";1;"3:00";"16.4.2015";"A150415_193235_zahranicni_ert"
"1687";"Jak to souvisí s tím, že občané nemají přímý vliv na fungování státu a mezinárodních institucí, kterých je jejich stát členem? Pokud by dnes bylo znovu referendum o členství v EU za podmínky, že ČR nebude mít žádný vliv na imigrační politiku a počty přidělených imigrantů, podle Vás by většina lidí i tak dala přednost tomu, že se něco rozdává. Dokázat to naštěstí nemůžete, protože tuto šanci se vyjádřit nikdo lidem už nedá. Jste jen bezmocný troll.
";96336;"0";71788939;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";5;"2:58";"16.4.2015";"A150415_193235_zahranicni_ert"
"1688";"Jano, nezlobte se, ale na jake planete zijete?! Ty hranice jsou uzavrene. Mate predstavu, jak tezke je dostat se do Schengenskeho prostoru? Nebo si myslite, ze nejaky uprchlik se rozhodne zit v EU a jde a koupi si listek na vlak, nebo letenku? Evropa ma problem s nelegalni migraci. Kdyz mate najednou pred sebou lod plnou lidi z nejruznejsich zemi, tak kam je chcete posilat domu? Vy si myslite, ze oni vam to reknou odkud jsou? Kam je teda chcete poslat? Ani jejich vlastni stat vam je neprebere, pokud nedokazete ze jsou jeho vlastnimi obcany. A dokazovat neni jaksi cim...
";90379;"−2";71788905;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"2:30";"16.4.2015";"A150415_193235_zahranicni_ert"
"1689";"No jiste, typicke cechackovstvi! Kdyz se nekde rozdava, tak to je EU fajn. Ale nedej boze, ze se chce neco po nas!<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv"">
";90379;"−5";71788886;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"2:22";"16.4.2015";"A150415_193235_zahranicni_ert"
"1690";"Co vsechno? Vsechno co pluje Stredozemnim morem? 
Napadlo vas uz nekdy otestovat si IQ?
";90379;"−4";71788878;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"2:20";"16.4.2015";"A150415_193235_zahranicni_ert"
"1691";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""> A to byli vasi prvni dva cernosi v zivote, ktere jste videl? No doufam, ze uz jste se z toho soku trosku vzpamatoval...
";90379;"−3";71788871;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"2:18";"16.4.2015";"A150415_193235_zahranicni_ert"
"1692";"A kam je chcete vracet?
";90379;"−5";71788866;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";2;"2:16";"16.4.2015";"A150415_193235_zahranicni_ert"
"1693";"Pane Glabasnia, vy uz jste nekdy v zivote byl v takovem uprchlickem tabore? Asi sotva kdyz pisete o nejakem uzivani si. To co vy oznacujete za prvotridni lekarskou peci je bohuzel casto pouze to nejnutnejsi minimum. Ja bych vam ten pobyt tam skutecne nepral...
";90379;"−12";71788859;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";2;"2:15";"16.4.2015";"A150415_193235_zahranicni_ert"
"1694";"To myslite, jako ze by jste rad prispel na zabijeni lidi?
Kdyz uz tady lidem nahanite strach z tech par chudaku, co meli na rozdil od vas jenom trochu vic smuly, tak mne se spis zda, ze obavat by se mel clovek lidi, jako jste vy.<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv"">
";90379;"−2";71788849;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"2:12";"16.4.2015";"A150415_193235_zahranicni_ert"
"1695";"Staty kterych se to bezprostredne tyka se s tim problemem pasuji uz cela desetileti, jeste ze se najde v CR kopec takovych chytraku, jako jste vy, kteri jim to vysvetli! <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
Uvedomte si, ze kdyz chcete nejakemu statu vracet uprchliky, musi to byt obcane toho ktereho statu, nebo by jste prinejmensim musel dokazat, ze odtud prijeli. Zadny stat vam ty chudaky nevezme, jen protoze vy si myslite, ze vite odkud jsou. A dokazovat cokoliv budete tezko, kdyz ti lide zahodili pasy...
";90379;"−1";71788842;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"2:09";"16.4.2015";"A150415_193235_zahranicni_ert"
"1696";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv"">
To je text hodny Goebbelse! Ze vam neni hanba psat o holokaustovych uplakancich!
";90379;"0";71788805;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";3;"1:55";"16.4.2015";"A150415_193235_zahranicni_ert"
"1697";"Recko ma problem, ze neumi uhlidat sve hranice. V tom by jim EU mela pomoci. <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile2.gif"" alt="";-)""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^"">
";67218;"−2";71788526;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";2;"0:51";"16.4.2015";"A150415_193235_zahranicni_ert"
"1698";"Vím od žadatelů o azyl, jak to chodí. Před přistáním na evropském území se likvidují veškeré dokumenty, které by mohly prozradit identitu. A zatímco se úředníci snaží získat informace o žadatelech, ti si užívají bezplatné stravy, ubytování, prvotřídní lékařské péče a za podpory organizací jako amnesty international, médií a zelených politiků vykřikují do světa, jak se mají špatně. Nejkřiklavějším příkladem jsou žadatelé o azyl z albánie a z kosova, kde se nekoná žádná válka a pronásledování. Mimochodem tihle podvodníci jsou známí svou agresivitou a vyvoláváním konfliktů v sběrných táborech.
";92234;"−1";71787815;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";20;"23:37";"15.4.2015";"A150415_193235_zahranicni_ert"
"1699";"To jsem nepochopil , kde jsem udělal otáčecí chybu ? V Řecku nevládne ultralevicová Syriza ? Ultralevičáci nemají rádi uprchlíky ? Šabatová není stejná ?
";38585;"0";71787243;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";2;"22:55";"15.4.2015";"A150415_193235_zahranicni_ert"
"1700";"Protože v Evropě máme takzvanou zastupitelskou demokracii. Slovo demokracie sice znamená vláda lidu, ale skutečnou moc mají tzv. volení zástupci, kteří pak dělají něco jiného, než co chce lid. Tak to vždy bylo a vždy bude. Naprostá většina Čechů je proti přijímání uprchlíků, ale stejně nám nakonec budou přiděleni.
";96336;"0";71787199;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";7;"22:53";"15.4.2015";"A150415_193235_zahranicni_ert"
"1701";"Afričanům je možné pomoci jedině tak, že jim přestaneme ""pomáhat"".
";72695;"0";71787136;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";9;"22:48";"15.4.2015";"A150415_193235_zahranicni_ert"
"1702";"Dřív se EU rozpadne, než aby její představitelé pobrali rozum nebo snad dokonce reflektovali vůli lidu. <img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaEU.gif"" alt=""EU""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv"">
";72695;"0";71787111;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";11;"22:46";"15.4.2015";"A150415_193235_zahranicni_ert"
"1703";"Stejní hlupáci jako v Itálii. Nejdřív si je tam pustí, ještě je zachraňují (!!!) a pak volají o pomoc, protože nevědí, co s nimi. Svět se v pr* obrací <img class=""smiley"" src=""http://gidnes.cz/u/disk/nosmile1.gif"" alt="";-€""><img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaEU.gif"" alt=""EU""><img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv"">
";72695;"−1";71787099;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";16;"22:45";"15.4.2015";"A150415_193235_zahranicni_ert"
"1704";"Jak dlouho bude trvat, než budou v EU zavedeny kvóty pro imigranty? V létě, nebo až na podzim? Jsem zvědav, jak se k tomu postaví pobaltští tygři.
";20585;"0";71787046;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";10;"22:42";"15.4.2015";"A150415_193235_zahranicni_ert"
"1705";"Všechny vrátit!!!!<img class=""smiley"" src=""http://gidnes.cz/u/disk/krik2.gif"" alt=""!!"">
";41242;"−1";71787030;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";21;"22:41";"15.4.2015";"A150415_193235_zahranicni_ert"
"1706";"Její příjmení značí židovský původ. Židé se v oblasti lidských práv angažují po celém světě. Stačí se podívat na Barbaru Spectre ve Švédsku. Ti by udělali vše pro zničení křesťanských společností, které je po staletí držely odřízlé od moci.  Dienstbier to samý. Tihle lidé udělají cokoliv pro nehájení zájmu většiny, pokud ta většina není židovského původu. Nevím zda jste o tom slyšeli, ale v Izraeli deportovali 8000 afrických běženců, které nazvali 'vetřelcemi', kteří ohrožují 'národní identitu'. V Evropských zemích něco naprosto nemožného. To, že se na hlavu Izraele nesnesla nenávist médií o rasismu a xenofobii značí, že se měří dvojím metrem. Jak řekl Tim Wise, židovský bojovník za práva menšin: ''White race is not worth saving.'' Tak si o nich udělejte názor sami, holokaustových uplakánků. Druhá světová válka zavinila smrt mnohem většího počtu nežidovských civilistů, o brancích ani nemluvě. A to jsem se ani nedostal ke zločinům komunismu. Lenin, Trockij.. ti mají díky svému produktu ruce víc od krve něž kdo jiný v dějinách.
";64035;"−6";71787028;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";3;"22:41";"15.4.2015";"A150415_193235_zahranicni_ert"
"1707";"Absolutne zadny problem?! No to mozna z vaseho pohledu. Zkuste se tech kolegu zeptat na jejich osobni zkusenost. Specialne tech Romu, jak treba shaneli pronajem… 
Pro xenofobii je prave typicke, ze u lidi kteri s nekym odlisnym nemaji zkusenost, nebo jen z negativnich zprav (tisk, televize). Ucebnicovym prikladem je Pegida. V Koline, kde zije vysoke procento migrantu prislo na demonstraci par stovek priznivcu. V Drazdanem, kde skoro zadni neziji jsou to tisice… U nas to same. Tech pet a pul muslima, co je u nas vyvovalavaji nejake napeti?
Serioznim zdrojem lze rozumet predevsim fakta, v socialnich vedach (jelikoz se bavime o spolecnosti) jsou to predevsim statistiky. Samozrejme neocekavam na tomto foru zadnou akademickou debatu. Na druhe strane, tvrdit ze mate argumenty ozdrojovane dle hesla ""rikali to v televizi, tak to bude pravda"" ponekud nestaci. Viz cesky bojovnik v IS. Vcera odpoledne velka zprava, vecer dementi...
Je skutecne pravdou, ze jste nikdy nenapsal, ze by se meli uprchlici strilet. Omlouvam se vam, ze jse vas s temi voly hazel do jednoho pytle.
";90379;"0";71825721;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"17:56";"17.4.2015";"A150415_193235_zahranicni_ert"
"1708";"Komunista snad žádá nejdříve o pomoc u svých, u soudruhů v Bruselu. Přeci nebude škemrat u diktátora.
";20585;"0";71786953;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";2;"22:37";"15.4.2015";"A150415_193235_zahranicni_ert"
"1709";"Ale no tak. Třeba to byli francouzští studenti, kteří právě přijeli na Erasmus :)
";77955;"0";71786945;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";5;"22:36";"15.4.2015";"A150415_193235_zahranicni_ert"
"1710";"proč jste to už neudělal ??  <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">
";54278;"0";71786801;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"22:27";"15.4.2015";"A150415_193235_zahranicni_ert"
"1711";"??  a co takhle napřed myslet a pak psát ??  Jak se to otočí, není to ono ..  <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">
";54278;"0";71786762;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"22:26";"15.4.2015";"A150415_193235_zahranicni_ert"
"1712";"Ten obrázek ve mně vzbudil dojem, že jsme světová skládka. Tímto se problémy rozvojových zemí nevyřeší a naopak si je přitáhnou s sebou. Když si neumí u sebe udělat pořádek, jak ho chtějí udržovat v Evropě, až budou Evropané menšinou. Kdyby utíkali před islámem pochopil bych to, jenže oni berou s sebou stejný společenský prvek, který způsobil žití v jejich zemích nesnesitelným.
";64035;"0";71786749;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";20;"22:25";"15.4.2015";"A150415_193235_zahranicni_ert"
"1713";"Něco podobného proti musulmanům již v historii existovalo, jmenovalo se to ""vojenská hranice"". Na moři by realizace byla při dnešní technice ještě mnohem jednodušší. O to víc je nepochopitelné, že se nedělá nic, ba naopak, ještě se nepřítel dovnitř aktivně převáží a opečovává.
";96336;"0";71786734;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";7;"22:24";"15.4.2015";"A150415_193235_zahranicni_ert"
"1714";"Postupna a velmi uvinna invaze.Ne vsichni budou jen uprchlici a ne vsichni sem jedou zit.Tedy na delsi cas.Buse jen otazkou nekolika let,kdyz ten dzihad rozjedou tady na plny pecky.
";85201;"0";71786626;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";15;"22:18";"15.4.2015";"A150415_193235_zahranicni_ert"
"1715";"Přece tam odkud přijeli. Určitě nespadli z Měsíce.
";79152;"0";71786364;"Řecko volá o pomoc s vlnou uprchlíků. Je to problém celé Evropy, tvrdí";0;"22:06";"15.4.2015";"A150415_193235_zahranicni_ert"
