"";"date";"tag";"time";"article_name";"main";"article_id"
"313";"2015-10-08";"Komentáøe, glosy, názory";"13:16";"KOMENTÁØ: Chovanec si na bìencích buduje image. Platí to všichni Èeši";0;"A151007_104132_domaci_zt"
"314";"2015-10-08";"Milan Chovanec";"13:16";"KOMENTÁØ: Chovanec si na bìencích buduje image. Platí to všichni Èeši";0;"A151007_104132_domaci_zt"
"315";"2015-10-08";"Vìznice";"13:16";"KOMENTÁØ: Chovanec si na bìencích buduje image. Platí to všichni Èeši";0;"A151007_104132_domaci_zt"
"324";"2015-10-08";"Pøíliv uprchlíkù do Evropy";"11:26";"Drtivá vìtšina Syøanù v Nìmecku zùstat nechce, ukázal prùzkum";1;"A151008_111750_zahranicni_ert"
"325";"2015-10-08";"Evropská unie";"11:26";"Drtivá vìtšina Syøanù v Nìmecku zùstat nechce, ukázal prùzkum";0;"A151008_111750_zahranicni_ert"
"326";"2015-10-08";"Islámskı stát";"11:26";"Drtivá vìtšina Syøanù v Nìmecku zùstat nechce, ukázal prùzkum";0;"A151008_111750_zahranicni_ert"
"348";"2015-10-07";"Pøíliv uprchlíkù do Evropy";"13:22";"Polovina Èechù nechce pøijímat ani uprchlíky pøed válkou, ukázal prùzkum";1;"A151007_132334_domaci_jj"
"446";"2015-10-07";"Pøíliv uprchlíkù do Evropy";"22:20";"Rozumek: Èeská detenèní zaøízení jsou poniující a nelidská";1;"A151007_222734_domaci_ane"
"447";"2015-10-07";"Milan Chovanec";"22:20";"Rozumek: Èeská detenèní zaøízení jsou poniující a nelidská";0;"A151007_222734_domaci_ane"
"448";"2015-10-07";"Pøíliv uprchlíkù do Evropy";"14:03";"V migraèní krizi jde o charakter Slovenska, zkritizoval Kiska postoj vlády";1;"A151007_125539_zahranicni_jav"
"449";"2015-10-07";"Andrej Kiska";"14:03";"V migraèní krizi jde o charakter Slovenska, zkritizoval Kiska postoj vlády";0;"A151007_125539_zahranicni_jav"
"450";"2015-10-07";"Evropská unie";"14:03";"V migraèní krizi jde o charakter Slovenska, zkritizoval Kiska postoj vlády";0;"A151007_125539_zahranicni_jav"
"451";"2015-10-07";"Robert Fico";"14:03";"V migraèní krizi jde o charakter Slovenska, zkritizoval Kiska postoj vlády";0;"A151007_125539_zahranicni_jav"
"522";"2015-10-12";"Pøíliv uprchlíkù do Evropy";"14:08";"Naše autobusy? diví se Kreml slovùm Stropnického o pøevozu bìencù";1;"A151012_140903_domaci_jw"
"523";"2015-10-12";"Evropská unie";"14:08";"Naše autobusy? diví se Kreml slovùm Stropnického o pøevozu bìencù";0;"A151012_140903_domaci_jw"
"524";"2015-10-12";"Islámskı stát";"14:08";"Naše autobusy? diví se Kreml slovùm Stropnického o pøevozu bìencù";0;"A151012_140903_domaci_jw"
"525";"2015-10-12";"Martin Stropnickı";"14:08";"Naše autobusy? diví se Kreml slovùm Stropnického o pøevozu bìencù";0;"A151012_140903_domaci_jw"
"526";"2015-10-12";"NATO";"14:08";"Naše autobusy? diví se Kreml slovùm Stropnického o pøevozu bìencù";0;"A151012_140903_domaci_jw"
"536";"2015-10-12";"Pøíliv uprchlíkù do Evropy";"14:34";"Migranty budou v pøesèasech hlídat dozorci, Pelikán uvolní 70 lidí";1;"A151012_142631_domaci_ale"
"537";"2015-10-12";"Bezdìz";"14:34";"Migranty budou v pøesèasech hlídat dozorci, Pelikán uvolní 70 lidí";0;"A151012_142631_domaci_ale"
"538";"2015-10-12";"Bohuslav Sobotka";"14:34";"Migranty budou v pøesèasech hlídat dozorci, Pelikán uvolní 70 lidí";0;"A151012_142631_domaci_ale"
"539";"2015-10-12";"Robert Pelikán";"14:34";"Migranty budou v pøesèasech hlídat dozorci, Pelikán uvolní 70 lidí";0;"A151012_142631_domaci_ale"
"540";"2015-10-12";"Vìzeòská sluba";"14:34";"Migranty budou v pøesèasech hlídat dozorci, Pelikán uvolní 70 lidí";0;"A151012_142631_domaci_ale"
"541";"2015-10-12";"Vìznice";"14:34";"Migranty budou v pøesèasech hlídat dozorci, Pelikán uvolní 70 lidí";0;"A151012_142631_domaci_ale"
"542";"2015-10-10";"Pøíliv uprchlíkù do Evropy";"00:59";"Nìmci pro nás mají tisíce eur, sní migranti. Realita je o poznání chudší";1;"A150930_142420_zahranicni_mlb"
"543";"2015-10-10";"Evropská unie";"00:59";"Nìmci pro nás mají tisíce eur, sní migranti. Realita je o poznání chudší";0;"A150930_142420_zahranicni_mlb"
"551";"2015-10-10";"Pøíliv uprchlíkù do Evropy";"09:48";"Stropnickı: Mám informaci, e Rusko na Balkánì podporuje migraci do EU";1;"A151010_094343_domaci_bur"
"552";"2015-10-10";"Evropská unie";"09:48";"Stropnickı: Mám informaci, e Rusko na Balkánì podporuje migraci do EU";0;"A151010_094343_domaci_bur"
"553";"2015-10-10";"Islámskı stát";"09:48";"Stropnickı: Mám informaci, e Rusko na Balkánì podporuje migraci do EU";0;"A151010_094343_domaci_bur"
"554";"2015-10-10";"Martin Stropnickı";"09:48";"Stropnickı: Mám informaci, e Rusko na Balkánì podporuje migraci do EU";0;"A151010_094343_domaci_bur"
"555";"2015-10-10";"NATO";"09:48";"Stropnickı: Mám informaci, e Rusko na Balkánì podporuje migraci do EU";0;"A151010_094343_domaci_bur"
"563";"2015-10-09";"Pøíliv uprchlíkù do Evropy";"20:00";"Ubytovna bìencù znervóznila Dubí. Lidé volají policii na Romy i hosty lázní";1;"A151009_2197347_usti-zpravy_alh"
"564";"2015-10-09";"Teplice";"20:00";"Ubytovna bìencù znervóznila Dubí. Lidé volají policii na Romy i hosty lázní";1;"A151009_2197347_usti-zpravy_alh"
"565";"2015-10-09";"Ústeckı kraj";"20:00";"Ubytovna bìencù znervóznila Dubí. Lidé volají policii na Romy i hosty lázní";1;"A151009_2197347_usti-zpravy_alh"
"566";"2015-10-09";"láznì";"20:00";"Ubytovna bìencù znervóznila Dubí. Lidé volají policii na Romy i hosty lázní";0;"A151009_2197347_usti-zpravy_alh"
"570";"2015-10-12";"Louny";"16:52";"Uprchlíkùm se do Drahonic nechtìlo, pøedstírali rodinné vazby i sòatky";1;"A151012_163132_usti-zpravy_alh"
"571";"2015-10-12";"Pøíliv uprchlíkù do Evropy";"16:52";"Uprchlíkùm se do Drahonic nechtìlo, pøedstírali rodinné vazby i sòatky";1;"A151012_163132_usti-zpravy_alh"
"572";"2015-10-12";"Ústeckı kraj";"16:52";"Uprchlíkùm se do Drahonic nechtìlo, pøedstírali rodinné vazby i sòatky";1;"A151012_163132_usti-zpravy_alh"
"573";"2015-10-12";"Bezdìz";"16:52";"Uprchlíkùm se do Drahonic nechtìlo, pøedstírali rodinné vazby i sòatky";0;"A151012_163132_usti-zpravy_alh"
"574";"2015-10-12";"Vìznice";"16:52";"Uprchlíkùm se do Drahonic nechtìlo, pøedstírali rodinné vazby i sòatky";0;"A151012_163132_usti-zpravy_alh"
"586";"2015-10-12";"Pøíliv uprchlíkù do Evropy";"17:56";"První uprchlíci ze Sırie pøiletìli do Èeska, dostanou zde azyl";1;"A151012_175509_domaci_jkk"
"587";"2015-10-12";"Obèanská válka v Sırii";"17:56";"První uprchlíci ze Sırie pøiletìli do Èeska, dostanou zde azyl";0;"A151012_175509_domaci_jkk"
"592";"2015-10-10";"Pøíliv uprchlíkù do Evropy";"06:47";"Nìmecko zvauje solidární daò, má pomoci øešit uprchlickou krizi";1;"A151010_070308_zahranicni_pku"
"593";"2015-10-10";"Bohuslav Sobotka";"06:47";"Nìmecko zvauje solidární daò, má pomoci øešit uprchlickou krizi";0;"A151010_070308_zahranicni_pku"
"594";"2015-10-10";"ÈSSD";"06:47";"Nìmecko zvauje solidární daò, má pomoci øešit uprchlickou krizi";0;"A151010_070308_zahranicni_pku"
"595";"2015-10-10";"Evropská komise";"06:47";"Nìmecko zvauje solidární daò, má pomoci øešit uprchlickou krizi";0;"A151010_070308_zahranicni_pku"
"596";"2015-10-10";"Evropská unie";"06:47";"Nìmecko zvauje solidární daò, má pomoci øešit uprchlickou krizi";0;"A151010_070308_zahranicni_pku"
"597";"2015-10-10";"Fond";"06:47";"Nìmecko zvauje solidární daò, má pomoci øešit uprchlickou krizi";0;"A151010_070308_zahranicni_pku"
"598";"2015-10-10";"Wolfgang Schäuble";"06:47";"Nìmecko zvauje solidární daò, má pomoci øešit uprchlickou krizi";0;"A151010_070308_zahranicni_pku"
"635";"2015-10-10";"Pøíliv uprchlíkù do Evropy";"15:24";"V Øecku zaènou tøídit uprchlíky ve speciálním záchytném støedisku";1;"A151010_151019_zahranicni_ert"
"636";"2015-10-10";"Evropská unie";"15:24";"V Øecku zaènou tøídit uprchlíky ve speciálním záchytném støedisku";0;"A151010_151019_zahranicni_ert"
"657";"2015-10-10";"Pøíliv uprchlíkù do Evropy";"09:40";"Policie posílila kontroly na hranici s Rakouskem, zadrela pìt bìencù";1;"A151010_091155_domaci_pku"
"658";"2015-10-10";"Hranièní pøechod";"09:40";"Policie posílila kontroly na hranici s Rakouskem, zadrela pìt bìencù";0;"A151010_091155_domaci_pku"
"788";"2015-10-09";"Pøíliv uprchlíkù do Evropy";"08:17";"Nìmecká radnice nabádá uprchlíky k èistotì, letáky vyvolaly pozdviení";1;"A151009_072029_zahranicni_ale"
"805";"2015-10-08";"Pøíliv uprchlíkù do Evropy";"15:59";"Sobotka: Nejednáme s bìenci bezcitnì, postupujeme podle zákonù";1;"A151008_160048_domaci_kop"
"806";"2015-10-08";"Bohuslav Sobotka";"15:59";"Sobotka: Nejednáme s bìenci bezcitnì, postupujeme podle zákonù";0;"A151008_160048_domaci_kop"
"807";"2015-10-08";"Jiøí Zlatuška";"15:59";"Sobotka: Nejednáme s bìenci bezcitnì, postupujeme podle zákonù";0;"A151008_160048_domaci_kop"
"828";"2015-10-08";"Pøíliv uprchlíkù do Evropy";"16:27";"Kdy Rakousko zavøe hranice, my zareagujeme obdobnì, øíká Chovanec";1;"A151008_161505_domaci_cen"
"829";"2015-10-08";"Hranièní pøechod";"16:27";"Kdy Rakousko zavøe hranice, my zareagujeme obdobnì, øíká Chovanec";0;"A151008_161505_domaci_cen"
"830";"2015-10-08";"Milan Chovanec";"16:27";"Kdy Rakousko zavøe hranice, my zareagujeme obdobnì, øíká Chovanec";0;"A151008_161505_domaci_cen"
"863";"2015-10-08";"Pøíliv uprchlíkù do Evropy";"17:19";"Návrat zamítnutıch uprchlíkù vyjde Evropu na stovky milionù eur";1;"A151008_173619_zahranicni_aba"
"905";"2015-10-09";"Pøíliv uprchlíkù do Evropy";"06:09";"Stavíme most pro migranty, hlásá megalomanskı projekt. Je to jen vımysl";1;"A151008_134256_zahranicni_aba"
"906";"2015-10-09";"Umìlec";"06:09";"Stavíme most pro migranty, hlásá megalomanskı projekt. Je to jen vımysl";0;"A151008_134256_zahranicni_aba"
"980";"2015-10-06";"Pøíliv uprchlíkù do Evropy";"12:06";"Ze Sırie pøijdou a tøi miliony uprchlíkù, varoval Erdogan v Bruselu";1;"A151006_120351_zahranicni_mlb"
"981";"2015-10-06";"Donald Tusk";"12:06";"Ze Sırie pøijdou a tøi miliony uprchlíkù, varoval Erdogan v Bruselu";0;"A151006_120351_zahranicni_mlb"
"982";"2015-10-06";"Evropská rada";"12:06";"Ze Sırie pøijdou a tøi miliony uprchlíkù, varoval Erdogan v Bruselu";0;"A151006_120351_zahranicni_mlb"
"983";"2015-10-06";"evropskı parlament";"12:06";"Ze Sırie pøijdou a tøi miliony uprchlíkù, varoval Erdogan v Bruselu";0;"A151006_120351_zahranicni_mlb"
"1012";"2015-10-05";"Pøíliv uprchlíkù do Evropy";"07:22";"Nìmci letos oèekávají 1,5 milionu bìencù, docházejí obytné kontejnery";1;"A151005_070247_zahranicni_jpl"
"1013";"2015-10-05";"Evropská unie";"07:22";"Nìmci letos oèekávají 1,5 milionu bìencù, docházejí obytné kontejnery";0;"A151005_070247_zahranicni_jpl"
"1014";"2015-10-05";"Recep Erdogan";"07:22";"Nìmci letos oèekávají 1,5 milionu bìencù, docházejí obytné kontejnery";0;"A151005_070247_zahranicni_jpl"
"1024";"2015-10-05";"Pøíliv uprchlíkù do Evropy";"18:00";"Je to hra mocností, øíká o Sırii novináøka Klicperová i arabista Weigl";1;"A151005_114948_domaci_jpl"
"1025";"2015-10-05";"Bašár Asad";"18:00";"Je to hra mocností, øíká o Sırii novináøka Klicperová i arabista Weigl";0;"A151005_114948_domaci_jpl"
"1026";"2015-10-05";"Obèanská válka v Sırii";"18:00";"Je to hra mocností, øíká o Sırii novináøka Klicperová i arabista Weigl";0;"A151005_114948_domaci_jpl"
"1027";"2015-10-05";"vyhlídka";"18:00";"Je to hra mocností, øíká o Sırii novináøka Klicperová i arabista Weigl";0;"A151005_114948_domaci_jpl"
"1054";"2015-10-03";"Pøíliv uprchlíkù do Evropy";"15:09";"Migranti jsou pro Nìmecko stejná vızva, jako bylo sjednocení, øekl Gauck";1;"A151003_150613_zahranicni_aba"
"1110";"2015-10-04";"Pøíliv uprchlíkù do Evropy";"10:33";"Jsou to lidské bytosti. Merkelová odmítá omezovat právo bìencù na azyl";1;"A151004_104241_zahranicni_neh"
"1111";"2015-10-04";"Angela Merkelová";"10:33";"Jsou to lidské bytosti. Merkelová odmítá omezovat právo bìencù na azyl";0;"A151004_104241_zahranicni_neh"
"1180";"2015-10-04";"Pøíliv uprchlíkù do Evropy";"19:29";"Bavorské euroskeptiky povede Èech, imigranty v Nìmecku nechce";1;"A151004_165332_eko-zahranicni_aba"
"1181";"2015-10-04";"Petr Bystroò";"19:29";"Bavorské euroskeptiky povede Èech, imigranty v Nìmecku nechce";0;"A151004_165332_eko-zahranicni_aba"
"1194";"2015-10-05";"Pøíliv uprchlíkù do Evropy";"17:29";"Vlnu bìencù mùe pøiškrtit Erdogan. Evropa mu nabízí miliardu na tábory";1;"A151005_152002_zahranicni_mlb"
"1195";"2015-10-05";"Evropská unie";"17:29";"Vlnu bìencù mùe pøiškrtit Erdogan. Evropa mu nabízí miliardu na tábory";0;"A151005_152002_zahranicni_mlb"
"1196";"2015-10-05";"Recep Erdogan";"17:29";"Vlnu bìencù mùe pøiškrtit Erdogan. Evropa mu nabízí miliardu na tábory";0;"A151005_152002_zahranicni_mlb"
"1197";"2015-10-05";"Zdravotní péèe";"17:29";"Vlnu bìencù mùe pøiškrtit Erdogan. Evropa mu nabízí miliardu na tábory";0;"A151005_152002_zahranicni_mlb"
"1238";"2015-10-06";"Pøíliv uprchlíkù do Evropy";"01:24";"V Pákistánu bych pøeil deset dní, øíká novináø èekající na azyl v Èesku";1;"A151005_205444_domaci_san"
"1255";"2015-10-06";"Pøíliv uprchlíkù do Evropy";"09:05";"Pøi poáru azylového centra v Durynsku zemøel uprchlík z Eritreje";1;"A151006_085901_zahranicni_mlb"
"1269";"2015-10-05";"Pøíliv uprchlíkù do Evropy";"15:03";"Èesko vyšle na maïarské hranice 25 vojákù, budou tam dva mìsíce";1;"A151005_150104_domaci_san"
"1270";"2015-10-05";"Martin Stropnickı";"15:03";"Èesko vyšle na maïarské hranice 25 vojákù, budou tam dva mìsíce";0;"A151005_150104_domaci_san"
"1271";"2015-10-05";"Milan Chovanec";"15:03";"Èesko vyšle na maïarské hranice 25 vojákù, budou tam dva mìsíce";0;"A151005_150104_domaci_san"
"1334";"2015-10-07";"Pøíliv uprchlíkù do Evropy";"09:25";"Jak se cítil Robinson? Manuál radí, jak s dìtmi mluvit o uprchlících";1;"A151006_120741_domaci_zt"
"1347";"2015-10-07";"Pøíliv uprchlíkù do Evropy";"09:45";"Drogy, vrady a hromadné bitky. Mezi uprchlíky v Nìmecku pøituhuje";1;"A151006_152909_zahranicni_mlb"
"1348";"2015-10-07";"bitka";"09:45";"Drogy, vrady a hromadné bitky. Mezi uprchlíky v Nìmecku pøituhuje";0;"A151006_152909_zahranicni_mlb"
"1351";"2015-10-07";"Pøíliv uprchlíkù do Evropy";"11:14";"Merkelové v televizi navlékli èádor. Šíøíte propagandu, spílají diváci";1;"A151007_091724_zahranicni_mlb"
"1352";"2015-10-07";"Angela Merkelová";"11:14";"Merkelové v televizi navlékli èádor. Šíøíte propagandu, spílají diváci";0;"A151007_091724_zahranicni_mlb"
"1353";"2015-10-07";"Hidáb";"11:14";"Merkelové v televizi navlékli èádor. Šíøíte propagandu, spílají diváci";0;"A151007_091724_zahranicni_mlb"
"1354";"2015-10-07";"Islám";"11:14";"Merkelové v televizi navlékli èádor. Šíøíte propagandu, spílají diváci";0;"A151007_091724_zahranicni_mlb"
"1355";"2015-10-07";"Program ARD";"11:14";"Merkelové v televizi navlékli èádor. Šíøíte propagandu, spílají diváci";0;"A151007_091724_zahranicni_mlb"
"1356";"2015-10-07";"Program Das Erste";"11:14";"Merkelové v televizi navlékli èádor. Šíøíte propagandu, spílají diváci";0;"A151007_091724_zahranicni_mlb"
"1366";"2015-10-01";"Pøíliv uprchlíkù do Evropy";"07:25";"Evropa na uprchlíky nestaèí, pomoci musí celı svìt, øekl Orbán v OSN";1;"A151001_071252_zahranicni_fka"
"1367";"2015-10-01";"Viktor Orbán";"07:25";"Evropa na uprchlíky nestaèí, pomoci musí celı svìt, øekl Orbán v OSN";0;"A151001_071252_zahranicni_fka"
"1413";"2015-10-07";"Pøíliv uprchlíkù do Evropy";"08:22";"Zaèala námoøní operace proti pašerákùm lidí, nese jméno malé Somálky";1;"A151007_075418_zahranicni_san"
"1414";"2015-10-07";"Evropská unie";"08:22";"Zaèala námoøní operace proti pašerákùm lidí, nese jméno malé Somálky";0;"A151007_075418_zahranicni_san"
"1429";"2015-10-02";"Pøíliv uprchlíkù do Evropy";"15:05";"OBRAZEM: Nuda na oválu a modlitby. Uprchlíci v Hanau èekají na azyl";1;"A151002_115055_zahranicni_ert"
"1465";"2015-10-02";"Pøíliv uprchlíkù do Evropy";"14:47";"KOMENTÁØ: Asadova hra o pøeití s ruskou pomocí";1;"A151002_143907_zahranicni_jav"
"1466";"2015-10-02";"Bašár Asad";"14:47";"KOMENTÁØ: Asadova hra o pøeití s ruskou pomocí";0;"A151002_143907_zahranicni_jav"
"1467";"2015-10-02";"Diktátor";"14:47";"KOMENTÁØ: Asadova hra o pøeití s ruskou pomocí";0;"A151002_143907_zahranicni_jav"
"1468";"2015-10-02";"Komentáøe, glosy, názory";"14:47";"KOMENTÁØ: Asadova hra o pøeití s ruskou pomocí";0;"A151002_143907_zahranicni_jav"
"1469";"2015-10-02";"Obèanská válka v Sırii";"14:47";"KOMENTÁØ: Asadova hra o pøeití s ruskou pomocí";0;"A151002_143907_zahranicni_jav"
"1474";"2015-10-03";"Pøíliv uprchlíkù do Evropy";"00:02";"Policisté musí kvùli uprchlíkùm slouit zdarma desítky hodin pøesèasù";1;"A151002_220719_domaci_ane"
"1475";"2015-10-03";"Sluební zákon";"00:02";"Policisté musí kvùli uprchlíkùm slouit zdarma desítky hodin pøesèasù";0;"A151002_220719_domaci_ane"
"1518";"2015-10-03";"Pøíliv uprchlíkù do Evropy";"12:12";"Vlnu bìencù odnášíme my, spolkové zemì kašlou na kvóty, zuøí Bavoøi";1;"A151003_120013_zahranicni_aba"
"1534";"2015-10-01";"Pøíliv uprchlíkù do Evropy";"13:20";"Do Evropy pøipluje pøes Støedozemní moøe a 700 tisíc lidí, odhaduje OSN";1;"A151001_132119_zahranicni_hro"
"1535";"2015-10-01";"Pøíliv uprchlíkù do Evropy";"11:01";"V Hamburku se opìt rvali bìenci. Takhle ne, varuje ministr de Maiziére";1;"A151001_110226_zahranicni_hro"
"1552";"2015-10-02";"Pøíliv uprchlíkù do Evropy";"19:55";"V zimì to tu bude zajímavé, podotkl první migrant z ubytovny u Cínovce";1;"A151002_154500_usti-zpravy_alh"
"1553";"2015-10-02";"Teplice";"19:55";"V zimì to tu bude zajímavé, podotkl první migrant z ubytovny u Cínovce";1;"A151002_154500_usti-zpravy_alh"
"1554";"2015-10-02";"Ústeckı kraj";"19:55";"V zimì to tu bude zajímavé, podotkl první migrant z ubytovny u Cínovce";1;"A151002_154500_usti-zpravy_alh"
"1555";"2015-10-02";"Hranièní pøechod";"19:55";"V zimì to tu bude zajímavé, podotkl první migrant z ubytovny u Cínovce";0;"A151002_154500_usti-zpravy_alh"
"1572";"2015-10-01";"Plzeò-mìsto";"16:11";"Nìmecko ádá o vydání dvou pøevadìèù, kteøí na D5 vezli uprchlíky";1;"A151001_154759_plzen-zpravy_pp"
"1573";"2015-10-01";"Plzeòskı kraj";"16:11";"Nìmecko ádá o vydání dvou pøevadìèù, kteøí na D5 vezli uprchlíky";1;"A151001_154759_plzen-zpravy_pp"
"1574";"2015-10-01";"Pøíliv uprchlíkù do Evropy";"16:11";"Nìmecko ádá o vydání dvou pøevadìèù, kteøí na D5 vezli uprchlíky";1;"A151001_154759_plzen-zpravy_pp"
"1575";"2015-10-01";"Tachov";"16:11";"Nìmecko ádá o vydání dvou pøevadìèù, kteøí na D5 vezli uprchlíky";1;"A151001_154759_plzen-zpravy_pp"
"1576";"2015-10-01";"Dálnice D5";"16:11";"Nìmecko ádá o vydání dvou pøevadìèù, kteøí na D5 vezli uprchlíky";0;"A151001_154759_plzen-zpravy_pp"
"1593";"2015-10-01";"Pøíliv uprchlíkù do Evropy";"21:44";"Kvóty nekvóty, vztahy s Nìmeckem máme nejlepší v historii, míní Sobotka";1;"A151001_212352_domaci_pku"
"1594";"2015-10-01";"Angela Merkelová";"21:44";"Kvóty nekvóty, vztahy s Nìmeckem máme nejlepší v historii, míní Sobotka";0;"A151001_212352_domaci_pku"
"1595";"2015-10-01";"Bohuslav Sobotka";"21:44";"Kvóty nekvóty, vztahy s Nìmeckem máme nejlepší v historii, míní Sobotka";0;"A151001_212352_domaci_pku"
"1596";"2015-10-01";"Miloš Zeman";"21:44";"Kvóty nekvóty, vztahy s Nìmeckem máme nejlepší v historii, míní Sobotka";0;"A151001_212352_domaci_pku"
"1599";"2015-10-02";"Pøíliv uprchlíkù do Evropy";"14:06";"Visegrád mùe chránit schengenskou hranici spoleènì. Èesko nabízí sto vojákù";1;"A151002_140337_domaci_jkk"
"1600";"2015-10-02";"Bohuslav Sobotka";"14:06";"Visegrád mùe chránit schengenskou hranici spoleènì. Èesko nabízí sto vojákù";0;"A151002_140337_domaci_jkk"
"1601";"2015-10-02";"Milan Chovanec";"14:06";"Visegrád mùe chránit schengenskou hranici spoleènì. Èesko nabízí sto vojákù";0;"A151002_140337_domaci_jkk"
"1602";"2015-10-02";"Viktor Orbán";"14:06";"Visegrád mùe chránit schengenskou hranici spoleènì. Èesko nabízí sto vojákù";0;"A151002_140337_domaci_jkk"
"1617";"2015-10-01";"Pøíliv uprchlíkù do Evropy";"09:07";"Poslanci odmítli trvalı klíè na rozdìlování bìencù. Rokovali sedm hodin";1;"A151001_090647_zahranicni_jw"
"1618";"2015-10-01";"Bohuslav Sobotka";"09:07";"Poslanci odmítli trvalı klíè na rozdìlování bìencù. Rokovali sedm hodin";0;"A151001_090647_zahranicni_jw"
"1628";"2015-10-02";"Pøíliv uprchlíkù do Evropy";"09:17";"Mùeme také postavit plot na hranicích, navrhuje bavorskı ministr";1;"A151002_091830_zahranicni_jkk"
