"";"date";"tag";"time";"article_name";"main";"article_id"
"1487";"2015-11-15";"Program ÈT 1";"13:16";"Sobotka: Schengen musíme pøed teroristy lépe chránit. Juncker mì zklamal";0;"A151115_123150_domaci_cen"
"1488";"2015-11-15";"Terorismus";"13:16";"Sobotka: Schengen musíme pøed teroristy lépe chránit. Juncker mì zklamal";0;"A151115_123150_domaci_cen"
"1489";"2015-11-15";"Václav Moravec";"13:16";"Sobotka: Schengen musíme pøed teroristy lépe chránit. Juncker mì zklamal";0;"A151115_123150_domaci_cen"
"1505";"2015-11-13";"Pøíliv uprchlíkù do Evropy";"16:45";"Podmínky uprchlíkù v ÈR se zlepšily, chybí lékaøská péèe, tvrdí faráøi";1;"A151113_140648_domaci_ale"
"1532";"2015-11-13";"Pøíliv uprchlíkù do Evropy";"16:18";"U i Rakousko staví plot. Chce usmìrnit proud bìencù ze Slovinska";1;"A151113_161051_zahranicni_fka"
"1533";"2015-11-13";"Rakousko";"16:18";"U i Rakousko staví plot. Chce usmìrnit proud bìencù ze Slovinska";0;"A151113_161051_zahranicni_fka"
"1534";"2015-11-13";"Slovinsko";"16:18";"U i Rakousko staví plot. Chce usmìrnit proud bìencù ze Slovinska";0;"A151113_161051_zahranicni_fka"
"1535";"2015-11-13";"Srbsko";"16:18";"U i Rakousko staví plot. Chce usmìrnit proud bìencù ze Slovinska";0;"A151113_161051_zahranicni_fka"
"1557";"2015-11-13";"Pøíliv uprchlíkù do Evropy";"20:21";"Já bojuji, ale evropskım státùm chybí solidarita, stìuje si Merkelová";1;"A151113_201633_zahranicni_aba"
"1558";"2015-11-13";"Angela Merkelová";"20:21";"Já bojuji, ale evropskım státùm chybí solidarita, stìuje si Merkelová";0;"A151113_201633_zahranicni_aba"
"1559";"2015-11-13";"Program ZDF";"20:21";"Já bojuji, ale evropskım státùm chybí solidarita, stìuje si Merkelová";0;"A151113_201633_zahranicni_aba"
"1575";"2015-11-14";"Pøíliv uprchlíkù do Evropy";"06:44";"Po teroru v Paøíi vypukl poár v uprchlickém táboøe u Calais";1;"A151114_065039_zahranicni_pku"
"1670";"2015-11-16";"Pøíliv uprchlíkù do Evropy";"11:51";"Za zloèin proti bezpeèí chce Úsvit brát pøistìhovalcùm obèanství ÈR";1;"A151116_115152_domaci_kop"
"1671";"2015-11-16";"Situace po teroristickıch útocích v Paøíi";"11:51";"Za zloèin proti bezpeèí chce Úsvit brát pøistìhovalcùm obèanství ÈR";1;"A151116_115152_domaci_kop"
"1672";"2015-11-16";"Islámskı stát";"11:51";"Za zloèin proti bezpeèí chce Úsvit brát pøistìhovalcùm obèanství ÈR";0;"A151116_115152_domaci_kop"
"1673";"2015-11-16";"Marek Èernoch";"11:51";"Za zloèin proti bezpeèí chce Úsvit brát pøistìhovalcùm obèanství ÈR";0;"A151116_115152_domaci_kop"
"1685";"2015-11-16";"Pøíliv uprchlíkù do Evropy";"14:18";"Jeden z teroristù z Paøíe byl pøed lety v ÈR, øekl premiér Sobotka";1;"A151116_141816_domaci_kop"
"1686";"2015-11-16";"Situace po teroristickıch útocích v Paøíi";"14:18";"Jeden z teroristù z Paøíe byl pøed lety v ÈR, øekl premiér Sobotka";1;"A151116_141816_domaci_kop"
"1687";"2015-11-16";"Bohuslav Sobotka";"14:18";"Jeden z teroristù z Paøíe byl pøed lety v ÈR, øekl premiér Sobotka";0;"A151116_141816_domaci_kop"
"1688";"2015-11-16";"Islámskı stát";"14:18";"Jeden z teroristù z Paøíe byl pøed lety v ÈR, øekl premiér Sobotka";0;"A151116_141816_domaci_kop"
"1689";"2015-11-16";"Martin Stropnickı";"14:18";"Jeden z teroristù z Paøíe byl pøed lety v ÈR, øekl premiér Sobotka";0;"A151116_141816_domaci_kop"
"1690";"2015-11-16";"Milan Chovanec";"14:18";"Jeden z teroristù z Paøíe byl pøed lety v ÈR, øekl premiér Sobotka";0;"A151116_141816_domaci_kop"
"1711";"2015-11-16";"Pøíliv uprchlíkù do Evropy";"10:15";"Babiš: Mysleme na bezpeèí vlastních lidí, ne na humanitární pomoc";1;"A151116_101534_domaci_kop"
"1712";"2015-11-16";"Situace po teroristickıch útocích v Paøíi";"10:15";"Babiš: Mysleme na bezpeèí vlastních lidí, ne na humanitární pomoc";1;"A151116_101534_domaci_kop"
"1713";"2015-11-16";"Andrej Babiš";"10:15";"Babiš: Mysleme na bezpeèí vlastních lidí, ne na humanitární pomoc";0;"A151116_101534_domaci_kop"
"1714";"2015-11-16";"Evropská unie";"10:15";"Babiš: Mysleme na bezpeèí vlastních lidí, ne na humanitární pomoc";0;"A151116_101534_domaci_kop"
"1715";"2015-11-16";"Terorismus";"10:15";"Babiš: Mysleme na bezpeèí vlastních lidí, ne na humanitární pomoc";0;"A151116_101534_domaci_kop"
"1716";"2015-11-16";"Twitter";"10:15";"Babiš: Mysleme na bezpeèí vlastních lidí, ne na humanitární pomoc";0;"A151116_101534_domaci_kop"
"1833";"2015-11-20";"Pøíliv uprchlíkù do Evropy";"15:10";"Uprchlíci se budou uèit èesky i seznamovat s demokracií, schválila vláda";1;"A151120_151018_domaci_kop"
"1834";"2015-11-20";"Bohuslav Sobotka";"15:10";"Uprchlíci se budou uèit èesky i seznamovat s demokracií, schválila vláda";0;"A151120_151018_domaci_kop"
"1835";"2015-11-20";"Evropská unie";"15:10";"Uprchlíci se budou uèit èesky i seznamovat s demokracií, schválila vláda";0;"A151120_151018_domaci_kop"
"1877";"2015-11-18";"Pøíliv uprchlíkù do Evropy";"13:48";"O azyl letos ádalo 1245 cizincù. Èeské úøady schválily jen 52 ádostí";1;"A151118_133647_domaci_fer"
"2098";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"09:55";"Bìlehrad je pro uprchlíky vedlejší kolej, na Západ chtìjí i Srbové";1;"A151111_095541_zahranicni_lve"
"2099";"2015-11-11";"Srbsko";"09:55";"Bìlehrad je pro uprchlíky vedlejší kolej, na Západ chtìjí i Srbové";0;"A151111_095541_zahranicni_lve"
"2100";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"11:06";"Pøísnìjší zákon o azylu prošel. Evropa je v klinické smrti, øekl senátor";1;"A151111_103615_domaci_kop"
"2101";"2015-11-11";"ÈSSD";"11:06";"Pøísnìjší zákon o azylu prošel. Evropa je v klinické smrti, øekl senátor";0;"A151111_103615_domaci_kop"
"2102";"2015-11-11";"Hnutí ANO";"11:06";"Pøísnìjší zákon o azylu prošel. Evropa je v klinické smrti, øekl senátor";0;"A151111_103615_domaci_kop"
"2103";"2015-11-11";"Senát Parlamentu Èeské republiky";"11:06";"Pøísnìjší zákon o azylu prošel. Evropa je v klinické smrti, øekl senátor";0;"A151111_103615_domaci_kop"
"2104";"2015-11-11";"Zuzana Baudyšová";"11:06";"Pøísnìjší zákon o azylu prošel. Evropa je v klinické smrti, øekl senátor";0;"A151111_103615_domaci_kop"
"2169";"2015-11-12";"Pøíliv uprchlíkù do Evropy";"13:22";"Slovinskı plot bìence neodradil, za den jich dorazilo deset tisíc";1;"A151112_131124_zahranicni_ane"
"2170";"2015-11-12";"Slovinsko";"13:22";"Slovinskı plot bìence neodradil, za den jich dorazilo deset tisíc";0;"A151112_131124_zahranicni_ane"
"2275";"2015-11-12";"Pøíliv uprchlíkù do Evropy";"09:04";"Unie pošle Africe dvì miliardy eur, pomoc získá i Turecko, shodli se lídøi";1;"A151112_085338_zahranicni_ert"
"2276";"2015-11-12";"Angela Merkelová";"09:04";"Unie pošle Africe dvì miliardy eur, pomoc získá i Turecko, shodli se lídøi";0;"A151112_085338_zahranicni_ert"
"2277";"2015-11-12";"Bohuslav Sobotka";"09:04";"Unie pošle Africe dvì miliardy eur, pomoc získá i Turecko, shodli se lídøi";0;"A151112_085338_zahranicni_ert"
"2278";"2015-11-12";"Donald Tusk";"09:04";"Unie pošle Africe dvì miliardy eur, pomoc získá i Turecko, shodli se lídøi";0;"A151112_085338_zahranicni_ert"
"2279";"2015-11-12";"Fond";"09:04";"Unie pošle Africe dvì miliardy eur, pomoc získá i Turecko, shodli se lídøi";0;"A151112_085338_zahranicni_ert"
"2285";"2015-11-12";"Louny";"15:25";"Uprchlíci v Drahonicích se zklidnili, hladovka ale pokraèuje dál";1;"A151112_125254_usti-zpravy_alh"
"2286";"2015-11-12";"Pøíliv uprchlíkù do Evropy";"15:25";"Uprchlíci v Drahonicích se zklidnili, hladovka ale pokraèuje dál";1;"A151112_125254_usti-zpravy_alh"
"2287";"2015-11-12";"Ústeckı kraj";"15:25";"Uprchlíci v Drahonicích se zklidnili, hladovka ale pokraèuje dál";1;"A151112_125254_usti-zpravy_alh"
"2290";"2015-11-12";"Pøíliv uprchlíkù do Evropy";"18:19";"Mladı Syøan stavìl hnízdo Asadovıch odstøelovaèù. Teï peèe Britùm pizzu";1;"A151112_023245_zahranicni_mlb"
"2291";"2015-11-12";"Obèanská válka v Sırii";"18:19";"Mladı Syøan stavìl hnízdo Asadovıch odstøelovaèù. Teï peèe Britùm pizzu";0;"A151112_023245_zahranicni_mlb"
"2387";"2015-11-17";"Pøíliv uprchlíkù do Evropy";"12:02";"Maïaøi posvìtili alobu na uprchlické kvóty. Pøipojí se i další, míní";1;"A151117_113807_zahranicni_mbt"
"2388";"2015-11-17";"Evropská unie";"12:02";"Maïaøi posvìtili alobu na uprchlické kvóty. Pøipojí se i další, míní";0;"A151117_113807_zahranicni_mbt"
"2389";"2015-11-17";"Robert Fico";"12:02";"Maïaøi posvìtili alobu na uprchlické kvóty. Pøipojí se i další, míní";0;"A151117_113807_zahranicni_mbt"
"2520";"2015-11-11";"Louny";"18:10";"Zeman a Chovanec vycházejí vstøíc extremistické menšinì, øíká faráø";1;"A151111_141114_usti-zpravy_alh"
"2521";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"18:10";"Zeman a Chovanec vycházejí vstøíc extremistické menšinì, øíká faráø";1;"A151111_141114_usti-zpravy_alh"
"2522";"2015-11-11";"Ústeckı kraj";"18:10";"Zeman a Chovanec vycházejí vstøíc extremistické menšinì, øíká faráø";1;"A151111_141114_usti-zpravy_alh"
"2538";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"18:44";"Sobotka: Nìmecko bude bìence vracet obtínì, protoe se neregistrují";1;"A151111_180134_domaci_jkk"
"2539";"2015-11-11";"Angela Merkelová";"18:44";"Sobotka: Nìmecko bude bìence vracet obtínì, protoe se neregistrují";0;"A151111_180134_domaci_jkk"
"2540";"2015-11-11";"Bohuslav Sobotka";"18:44";"Sobotka: Nìmecko bude bìence vracet obtínì, protoe se neregistrují";0;"A151111_180134_domaci_jkk"
"2541";"2015-11-11";"Evropská unie";"18:44";"Sobotka: Nìmecko bude bìence vracet obtínì, protoe se neregistrují";0;"A151111_180134_domaci_jkk"
"2542";"2015-11-11";"Nìmecko";"18:44";"Sobotka: Nìmecko bude bìence vracet obtínì, protoe se neregistrují";0;"A151111_180134_domaci_jkk"
"2543";"2015-11-11";"Islámskı stát";"19:14";"Západ o vzestupu Islámského státu vìdìl, ale nereagoval, míní Hybášková";1;"A151111_131233_zahranicni_ert"
"2544";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"19:14";"Západ o vzestupu Islámského státu vìdìl, ale nereagoval, míní Hybášková";1;"A151111_131233_zahranicni_ert"
"2545";"2015-11-11";"Islámskı stát";"19:14";"Západ o vzestupu Islámského státu vìdìl, ale nereagoval, míní Hybášková";0;"A151111_131233_zahranicni_ert"
"2546";"2015-11-11";"Jana Hybášková";"19:14";"Západ o vzestupu Islámského státu vìdìl, ale nereagoval, míní Hybášková";0;"A151111_131233_zahranicni_ert"
"2547";"2015-11-11";"Obèanská válka v Sırii";"19:14";"Západ o vzestupu Islámského státu vìdìl, ale nereagoval, míní Hybášková";0;"A151111_131233_zahranicni_ert"
"2564";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"20:37";"Švédsko kvùli uprchlíkùm zavede od ètvrtka doèasné hranièní kontroly";1;"A151111_203627_zahranicni_jkk"
"2565";"2015-11-11";"Švédsko";"20:37";"Švédsko kvùli uprchlíkùm zavede od ètvrtka doèasné hranièní kontroly";0;"A151111_203627_zahranicni_jkk"
"2566";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"11:28";"Uprchlík v Drahonicích napadl ochranku, další tøi se na protest poranili";1;"A151111_105500_domaci_fer"
"2618";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"11:45";"Nezavíráme hranice, jen zábranami usmìrníme tok migrantù, tvrdí Slovinci";1;"A151111_113332_zahranicni_mbt"
"2619";"2015-11-11";"Chorvatsko";"11:45";"Nezavíráme hranice, jen zábranami usmìrníme tok migrantù, tvrdí Slovinci";0;"A151111_113332_zahranicni_mbt"
"2620";"2015-11-11";"Slovinsko";"11:45";"Nezavíráme hranice, jen zábranami usmìrníme tok migrantù, tvrdí Slovinci";0;"A151111_113332_zahranicni_mbt"
"2621";"2015-11-12";"Pøíliv uprchlíkù do Evropy";"06:52";"Na útìku je ve svìtì 60 milionù lidí. Úøad pro uprchlíky OSN mìní vedení";1;"A151112_064324_zahranicni_ane"
"2622";"2015-11-12";"Obèanská válka v Sırii";"06:52";"Na útìku je ve svìtì 60 milionù lidí. Úøad pro uprchlíky OSN mìní vedení";0;"A151112_064324_zahranicni_ane"
"2623";"2015-11-12";"Pan Ki-mun";"06:52";"Na útìku je ve svìtì 60 milionù lidí. Úøad pro uprchlíky OSN mìní vedení";0;"A151112_064324_zahranicni_ane"
"2739";"2015-11-30";"Pøíliv uprchlíkù do Evropy";"15:34";"Uprchlická vlna slábne. Kvùli zimì i novım plotùm na Balkánì";1;"A151130_151913_zahranicni_ert"
"2772";"2015-11-11";"Pøíliv uprchlíkù do Evropy";"13:06";"Nìmecko zaène vracet Syøany do zemí, kde pøekroèili hranice Unie";1;"A151111_130144_zahranicni_ert"
"2773";"2015-11-11";"Evropská unie";"13:06";"Nìmecko zaène vracet Syøany do zemí, kde pøekroèili hranice Unie";0;"A151111_130144_zahranicni_ert"
"2800";"2015-11-30";"Pøíliv uprchlíkù do Evropy";"21:23";"VIDEO: Maïarskı kamioòák najídìl v Calais na bìence, vše si natáèel";1;"A151130_181813_zahranicni_kha"
"2873";"2015-11-29";"Pøíliv uprchlíkù do Evropy";"08:09";"Makedonská policie zasáhla proti uprchlíkùm. Zranilo se 40 lidí";1;"A151129_082640_zahranicni_fer"
"2874";"2015-11-29";"Hranièní pøechod";"08:09";"Makedonská policie zasáhla proti uprchlíkùm. Zranilo se 40 lidí";0;"A151129_082640_zahranicni_fer"
